_RAJ2000,_DEJ2000,_tabname,_ID,_tab1_31,_tab1_32,sed_freq,sed_flux,sed_eflux,sed_filter,wl
54.8198403,-42.7625525,I/297/out,"NOMAD1===0472-0045389&-c=054.8198403 -42.7625525,eq=J2000&-c.rs=",,0.0,181750.0,1.6,,2MASS:H,1.6506189821182944
54.8198403,-42.7625525,I/297/out,"NOMAD1===0472-0045389&-c=054.8198403 -42.7625525,eq=J2000&-c.rs=",,0.0,241960.0,1.99,,2MASS:J,1.2398743593982477
54.819844,-42.762548,I/305/out,"GSC2.3===S2HT000206&-c=054.819844 -42.762548,eq=J2000&-c.rs=0.00",,0.0,674900.0,1.17,0.02,Johnson:B,0.44451029782189955
54.81984091,-42.76255202,I/317/sample,"PPMXL=6871007498932820377&-c=054.819841 -42.762552,eq=J2000&-c.r",,0.0,138550.0,1.09,0.03,2MASS:Ks,2.165283291230603
54.81984091,-42.76255202,I/317/sample,"PPMXL=6871007498932820377&-c=054.819841 -42.762552,eq=J2000&-c.r",,0.0,181750.0,1.6,0.07,2MASS:H,1.6506189821182944
54.81984091,-42.76255202,I/317/sample,"PPMXL=6871007498932820377&-c=054.819841 -42.762552,eq=J2000&-c.r",,0.0,241960.0,1.99,0.05,2MASS:J,1.2398743593982477
54.8197876,-42.7624647,I/320/spm4,"-c=054.8197876 -42.7624647,eq=J2000&-c.rs=0.004",,,138550.0,1.09,,2MASS:Ks,2.165283291230603
54.8197876,-42.7624647,I/320/spm4,"-c=054.8197876 -42.7624647,eq=J2000&-c.rs=0.004",,,181750.0,1.6,,2MASS:H,1.6506189821182944
54.8197876,-42.7624647,I/320/spm4,"-c=054.8197876 -42.7624647,eq=J2000&-c.rs=0.004",,,241960.0,1.99,,2MASS:J,1.2398743593982477
54.8197876,-42.7624647,I/320/spm4,"-c=054.8197876 -42.7624647,eq=J2000&-c.rs=0.004",,,541430.0,1.86,,Johnson:V,0.5540882477882644
54.8197876,-42.7624647,I/320/spm4,"-c=054.8197876 -42.7624647,eq=J2000&-c.rs=0.004",,,674900.0,1.29,,Johnson:B,0.44451029782189955
54.8198518,-42.7625525,I/322A/out,"UCAC4===237-003610&-c=054.8198518 -42.7625525,eq=J2000&-c.rs=0.0",,0.0,138550.0,1.09,0.03,2MASS:Ks,2.165283291230603
54.8198518,-42.7625525,I/322A/out,"UCAC4===237-003610&-c=054.8198518 -42.7625525,eq=J2000&-c.rs=0.0",,0.0,181750.0,1.6,0.06,2MASS:H,1.6506189821182944
54.8198518,-42.7625525,I/322A/out,"UCAC4===237-003610&-c=054.8198518 -42.7625525,eq=J2000&-c.rs=0.0",,0.0,241960.0,1.99,0.05,2MASS:J,1.2398743593982477
54.8198408824,-42.762551564,I/339/hsoy,"-c=054.8198408824 -42.7625515640,eq=J2000&-c.rs=0.004",,0.0,181750.0,1.6,0.07,2MASS:H,1.6506189821182944
54.8198408824,-42.762551564,I/339/hsoy,"-c=054.8198408824 -42.7625515640,eq=J2000&-c.rs=0.004",,0.0,241960.0,1.99,0.05,2MASS:J,1.2398743593982477
54.8198408824,-42.762551564,I/339/hsoy,"-c=054.8198408824 -42.7625515640,eq=J2000&-c.rs=0.004",,0.0,445460.0,1.73,0.0,Gaia:G,0.6734611412921474
54.819836401,-42.76255535,I/340/ucac5,"-c=054.8198583 -42.7625206,eq=J2000&-c.rs=0.004",,0.0,181750.0,1.6,,2MASS:H,1.6506189821182944
54.819836401,-42.76255535,I/340/ucac5,"-c=054.8198583 -42.7625206,eq=J2000&-c.rs=0.004",,0.0,241960.0,1.99,,2MASS:J,1.2398743593982477
54.819836401,-42.76255535,I/340/ucac5,"-c=054.8198583 -42.7625206,eq=J2000&-c.rs=0.004",,0.0,445460.0,1.73,,Gaia:G,0.6734611412921474
