_RAJ2000,_DEJ2000,_tabname,_ID,_tab1_45,_tab1_46,sed_freq,sed_flux,sed_eflux,sed_filter,wl
152.215875,69.276549722,II/361/mdfc-v10,recno=441609,,0.0,181750.0,0.619,,2MASS:H,1.6506189821182944
152.215875,69.276549722,II/361/mdfc-v10,recno=441609,,0.0,241960.0,0.517,,2MASS:J,1.2398743593982477
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,13571.0,0.00615,0.00125,WISE:W4,22.105961240881292
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,25934.0,0.0227,0.0004,WISE:W3,11.56782601989666
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,65172.0,0.124,0.002,WISE:W2,4.603203829865587
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,89490.0,0.231,0.006,WISE:W1,3.352329869259135
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,138550.0,0.47,0.01,2MASS:Ks,2.165283291230603
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,183920.0,0.613,0.015,Johnson:H,1.6311439756415833
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,239830.0,0.528,0.01,Johnson:J,1.250886044281366
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,332440.0,0.244,0.0,SDSS:z,0.9024184815305017
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,392660.0,0.254,0.0,SDSS:i,0.7640197626445271
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,445460.0,0.138,0.0,Gaia:G,0.6734611412921474
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,479900.0,0.138,0.0,SDSS:r,0.625130235465722
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,541430.0,0.0919,0.0047,Johnson:V,0.5540882477882644
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,621980.0,0.0376,0.0,SDSS:g,0.48233062156339435
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,674900.0,0.0206,0.0058,Johnson:B,0.44451029782189955
152.215862360078,69.2765456035794,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,851920.0,0.00219,1e-05,SDSS:u,0.35214574138416754
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,13571.0,0.00615,0.00125,WISE:W4,22.105961240881292
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,25934.0,0.0227,0.0004,WISE:W3,11.56782601989666
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,65172.0,0.124,0.002,WISE:W2,4.603203829865587
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,89490.0,0.231,0.006,WISE:W1,3.352329869259135
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,138550.0,0.47,0.01,2MASS:Ks,2.165283291230603
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,183920.0,0.613,0.015,Johnson:H,1.6311439756415833
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,239830.0,0.528,0.01,Johnson:J,1.250886044281366
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,332440.0,0.244,0.0,SDSS:z,0.9024184815305017
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,392660.0,0.254,0.0,SDSS:i,0.7640197626445271
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,445460.0,0.138,0.0,Gaia:G,0.6734611412921474
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,479900.0,0.138,0.0,SDSS:r,0.625130235465722
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,541430.0,0.0919,0.0047,Johnson:V,0.5540882477882644
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,621980.0,0.0376,0.0,SDSS:g,0.48233062156339435
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,674900.0,0.0206,0.0058,Johnson:B,0.44451029782189955
152.215862360078,69.2765456035794,IV/39/tic82,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,851920.0,0.00219,1e-05,SDSS:u,0.35214574138416754
152.21595806,69.27655806,V/136/tycall,recno=1148277,,0.0,563630.0,0.0784,0.0074,HIP:VT,0.532264073949222
152.21595806,69.27655806,V/136/tycall,recno=1148277,,0.0,713280.0,0.012,0.0036,HIP:BT,0.4205921938088829
152.21652365,69.27656761,V/154/sdss16,"-c=152.216524 +69.276568,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,332440.0,0.236,0.0,SDSS:z,0.9024184815305017
152.21652365,69.27656761,V/154/sdss16,"-c=152.216524 +69.276568,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,392660.0,0.265,0.0,SDSS:i,0.7640197626445271
152.21652365,69.27656761,V/154/sdss16,"-c=152.216524 +69.276568,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,479900.0,0.14,0.0,SDSS:r,0.625130235465722
152.21652365,69.27656761,V/154/sdss16,"-c=152.216524 +69.276568,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,621980.0,0.0378,0.0,SDSS:g,0.48233062156339435
152.21652365,69.27656761,V/154/sdss16,"-c=152.216524 +69.276568,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,851920.0,0.0019,1e-05,SDSS:u,0.35214574138416754
152.21654631,69.27656685,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,332440.0,0.244,0.0,SDSS:z,0.9024184815305017
152.21654631,69.27656685,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,392660.0,0.255,0.0,SDSS:i,0.7640197626445271
152.21654631,69.27656685,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,479900.0,0.138,0.0,SDSS:r,0.625130235465722
152.21654631,69.27656685,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,621980.0,0.0379,0.0,SDSS:g,0.48233062156339435
152.21654631,69.27656685,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,851920.0,0.00219,1e-05,SDSS:u,0.35214574138416754
152.21654625,69.27656682,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,332440.0,0.242,0.0,SDSS:z,0.9024184815305017
152.21654625,69.27656682,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,392660.0,0.255,0.0,SDSS:i,0.7640197626445271
152.21654625,69.27656682,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,479900.0,0.138,0.0,SDSS:r,0.625130235465722
152.21654625,69.27656682,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,621980.0,0.0378,0.0,SDSS:g,0.48233062156339435
152.21654625,69.27656682,V/154/sdss16,"-c=152.216546 +69.276567,eq=ICRS&-c.rs=0.004",2452963.90516,4627.0,851920.0,0.00216,1e-05,SDSS:u,0.35214574138416754
152.21662,69.27658,VI/135/table16,recno=1957729,,0.0,332440.0,0.287,0.0,SDSS:z,0.9024184815305017
152.21662,69.27658,VI/135/table16,recno=1957729,,0.0,392660.0,0.00363,8e-05,SDSS:i,0.7640197626445271
152.21662,69.27658,VI/135/table16,recno=1957729,,0.0,479900.0,0.149,0.0,SDSS:r,0.625130235465722
152.21662,69.27658,VI/135/table16,recno=1957729,,0.0,621980.0,0.043,0.0,SDSS:g,0.48233062156339435
152.21662,69.27658,VI/135/table16,recno=1957729,,0.0,851920.0,0.00395,7e-05,SDSS:u,0.35214574138416754
152.2158622,69.2765456,J/ApJS/247/11/table5,recno=45770,,0.0,239830.0,0.528,,Johnson:J,1.250886044281366
152.2157083,69.2765833,J/A+A/609/A116/lowetgas,recno=20985,,0.0,138550.0,0.47,0.01,2MASS:Ks,2.165283291230603
152.2157083,69.2765833,J/A+A/609/A116/lowetgas,recno=20985,,0.0,241960.0,0.517,0.01,2MASS:J,1.2398743593982477
152.2157083,69.2765833,J/A+A/609/A116/lowetgas,recno=20985,,0.0,445460.0,0.156,0.0,Gaia:G,0.6734611412921474
152.215875,69.2765556,J/A+A/680/A73/tablec1,recno=155,,0.0,239830.0,0.528,,Johnson:J,1.250886044281366
152.2158625,69.2765444,J/A+A/684/A9/tablec1,recno=138,,0.0,136890.0,0.456,,Johnson:K,2.1915406530791146
152.2158625,69.2765444,J/A+A/684/A9/tablec1,recno=138,,0.0,541430.0,0.0923,,Johnson:V,0.5540882477882644
152.21608,69.27656611,J/AJ/142/138/Mdwarfs,recno=3745,,0.0,138550.0,0.471,,2MASS:Ks,2.165283291230603
152.21608,69.27656611,J/AJ/142/138/Mdwarfs,recno=3745,,0.0,181750.0,0.621,,2MASS:H,1.6506189821182944
152.21608,69.27656611,J/AJ/142/138/Mdwarfs,recno=3745,,0.0,241960.0,0.517,,2MASS:J,1.2398743593982477
152.21608,69.27656611,J/AJ/142/138/Mdwarfs,recno=3745,,0.0,563630.0,0.0786,,HIP:VT,0.532264073949222
152.21608,69.27656611,J/AJ/142/138/Mdwarfs,recno=3745,,0.0,713280.0,0.012,,HIP:BT,0.4205921938088829
152.21608,69.27656611,J/AJ/142/138/Mdwarfs,recno=3745,,0.0,1960700.0,2.23e-05,,GALEX:FUV,0.15300657928290917
152.21608,69.27656611,J/AJ/145/102/Mdwarfs,recno=656,,0.0,138550.0,0.471,,2MASS:Ks,2.165283291230603
152.21608,69.27656611,J/AJ/145/102/Mdwarfs,recno=656,,0.0,181750.0,0.621,,2MASS:H,1.6506189821182944
152.21608,69.27656611,J/AJ/145/102/Mdwarfs,recno=656,,0.0,241960.0,0.517,,2MASS:J,1.2398743593982477
152.21608,69.27656611,J/AJ/145/102/Mdwarfs,recno=656,,0.0,1296700.0,2.23e-05,,GALEX:NUV,0.23135652039793322
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,13571.0,0.00615,,WISE:W4,22.105961240881292
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,25934.0,0.0227,,WISE:W3,11.56782601989666
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,65172.0,0.124,,WISE:W2,4.603203829865587
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,89490.0,0.231,,WISE:W1,3.352329869259135
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,138550.0,0.47,,2MASS:Ks,2.165283291230603
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,181750.0,0.619,,2MASS:H,1.6506189821182944
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,241960.0,0.517,,2MASS:J,1.2398743593982477
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,332440.0,0.244,,SDSS:z,0.9024184815305017
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,392660.0,0.254,,SDSS:i,0.7640197626445271
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,445460.0,0.156,,Gaia:G,0.6734611412921474
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,479900.0,0.138,,SDSS:r,0.625130235465722
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,621980.0,0.0377,,SDSS:g,0.48233062156339435
152.2159,69.2766,J/AJ/156/102/table9,recno=1550595,,0.0,851920.0,0.00221,,SDSS:u,0.35214574138416754
152.2158625,69.2765444,J/AJ/161/164/table1,recno=122,2422245.499699,87402.0,445460.0,0.144,,Gaia:G,0.6734611412921474
152.2165417,69.2765556,J/AJ/161/234/table7,recno=3471332,,0.0,332440.0,0.244,0.0,SDSS:z,0.9024184815305017
152.2165417,69.2765556,J/AJ/161/234/table7,recno=3471332,,0.0,392660.0,0.254,,SDSS:i,0.7640197626445271
152.2165417,69.2765556,J/AJ/161/234/table7,recno=3471332,,0.0,445460.0,0.138,,Gaia:G,0.6734611412921474
152.2165417,69.2765556,J/AJ/161/234/table7,recno=3471332,,0.0,479900.0,0.138,0.0,SDSS:r,0.625130235465722
152.2165417,69.2765556,J/AJ/161/234/table7,recno=3471332,,0.0,621980.0,0.0376,0.0,SDSS:g,0.48233062156339435
152.2165417,69.2765556,J/AJ/161/234/table7,recno=3471332,,0.0,851920.0,0.00219,1e-05,SDSS:u,0.35214574138416754
152.2158624,69.2765445,J/AJ/165/267/table1,recno=17540,,0.0,136890.0,0.455,0.01,Johnson:K,2.1915406530791146
152.2158624,69.2765445,J/AJ/165/267/table1,recno=17540,,0.0,445460.0,0.327,0.001,Gaia:G,0.6734611412921474
152.2158624,69.2765445,J/AJ/165/267/table1,recno=17540,,0.0,445460.0,0.06,0.0002,Gaia:G,0.6734611412921474
152.2158624,69.2765445,J/AJ/165/267/table1,recno=17540,,0.0,445460.0,0.138,0.0,Gaia:G,0.6734611412921474
152.21608,69.27657,J/MNRAS/435/2161/table3,Seq=3637,,0.0,138550.0,0.471,,2MASS:Ks,2.165283291230603
152.21608,69.27657,J/MNRAS/435/2161/table3,Seq=3637,,0.0,181750.0,0.621,,2MASS:H,1.6506189821182944
152.21608,69.27657,J/MNRAS/435/2161/table3,Seq=3637,,0.0,241960.0,0.517,,2MASS:J,1.2398743593982477
152.215833,69.276389,J/MNRAS/443/2561/stars,recno=1202,,0.0,138550.0,0.47,0.01,2MASS:Ks,2.165283291230603
152.215833,69.276389,J/MNRAS/443/2561/stars,recno=1202,,0.0,181750.0,0.619,0.015,2MASS:H,1.6506189821182944
152.215833,69.276389,J/MNRAS/443/2561/stars,recno=1202,,0.0,241960.0,0.517,0.01,2MASS:J,1.2398743593982477
152.215833,69.276389,J/MNRAS/443/2561/stars,recno=1202,,0.0,541430.0,0.0857,0.0047,Johnson:V,0.5540882477882644
152.215833,69.276389,J/MNRAS/443/2561/stars,recno=1202,,0.0,541430.0,0.0857,,Johnson:V,0.5540882477882644
152.215833,69.276389,J/MNRAS/443/2561/stars,recno=1202,,0.0,674900.0,0.0295,0.0022,Johnson:B,0.44451029782189955
152.2159047,69.2765417,J/MNRAS/463/4210/ucac4rpm,recno=8484744,,0.0,541430.0,0.092,,Johnson:V,0.5540882477882644
152.2159047,69.2765417,J/MNRAS/463/4210/ucac4rpm,recno=8484744,,0.0,674900.0,0.0294,,Johnson:B,0.44451029782189955
