Rp_log,Ms_log_mid,Rp,Ms_mid,bins,grps,i
0.5989954306181151,-1.2402581507433539,1.8202892747300676,0.2893095228297886,10.0,2.0,1.0
0.5804073063701155,-1.2852322690748237,1.786766043750835,0.27658633371878655,10.0,3.0,1.0
0.623874728468585,-0.08125946474888747,1.8661448558192653,0.9219544457292888,10.0,3.0,2.0
0.5587064345255323,-1.315544579983041,1.7484093548715893,0.2683281572999747,10.0,4.0,1.0
0.6345735472330202,-0.14785712207452253,1.8862175872095466,0.862554346113913,10.0,4.0,2.0
0.6142695104188477,-0.016674989840777022,1.8483059380657751,0.9834632682515397,10.0,4.0,3.0
0.5442391866291435,-1.3411912271768163,1.7232967762666322,0.2615339366124404,10.0,5.0,1.0
0.6110908846930214,-0.20684945651763398,1.8424401927051854,0.8131420540102449,10.0,5.0,2.0
0.6361926960179907,-0.08486063740910811,1.8892741279534195,0.9186402995732333,10.0,5.0,3.0
0.5919786716620569,0.02325091682570991,1.8075614499194166,1.023523326553919,10.0,5.0,4.0
0.5514728105773379,-1.3682248378119541,1.7358076520296344,0.2545584412271571,10.0,6.0,1.0
0.6330969259957451,-0.2386148371687376,1.883434413614475,0.7877182237323191,10.0,6.0,2.0
0.6393839434395495,-0.11754481116630516,1.8953128996251987,0.8891006692158093,10.0,6.0,3.0
0.6307978921561749,-0.03628534641741769,1.879109307850269,0.9643650760992956,10.0,6.0,4.0
0.6093159906951164,0.04765508990216247,1.8391729570218731,1.0488088481701516,10.0,6.0,5.0
0.5659400584737267,-1.3968040447319283,1.7611025441834487,0.24738633753705963,10.0,7.0,1.0
0.5635288504909952,-1.4193642623721632,1.7568612750164088,0.24186773244895649,10.0,8.0,1.0
0.5659400584737267,-1.4349905341242155,1.7611025441834487,0.2381176179958131,10.0,9.0,1.0
0.5755848904046527,-1.4511209652333261,1.7781702575416387,0.2343074902771996,10.0,10.0,1.0
0.48939132141274533,-1.4763363920467723,1.6313229663414328,0.2284731931759172,10.0,12.0,1.0
0.5783522289615721,-1.2402581507433539,1.7830978716997223,0.2893095228297886,11.0,2.0,1.0
0.5693985588125942,-1.2852322690748237,1.7672038625535105,0.27658633371878655,11.0,3.0,1.0
0.6107106782996242,-0.08125946474888747,1.841739818316314,0.9219544457292888,11.0,3.0,2.0
0.5596563043369115,-1.315544579983041,1.7500709051390062,0.2683281572999747,11.0,4.0,1.0
0.6167896582270633,-0.14785712207452253,1.8529698165877073,0.862554346113913,11.0,4.0,2.0
0.6360349758716063,-0.016674989840777022,1.888976174858619,0.9834632682515397,11.0,4.0,3.0
0.5085094683395772,-1.3411912271768163,1.6628108746531658,0.2615339366124404,11.0,5.0,1.0
0.6052451709763688,-0.20684945651763398,1.8317012338194947,0.8131420540102449,11.0,5.0,2.0
0.6430608961061443,-0.08486063740910811,1.902294703460469,0.9186402995732333,11.0,5.0,3.0
0.611017199489125,0.02325091682570991,1.8423044371255692,1.023523326553919,11.0,5.0,4.0
0.5206872864341806,-1.3682248378119541,1.6831840818389807,0.2545584412271571,11.0,6.0,1.0
0.6204711326625442,-0.2386148371687376,1.8598040499059763,0.7877182237323191,11.0,6.0,2.0
0.6167896582270633,-0.11754481116630516,1.8529698165877073,0.8891006692158093,11.0,6.0,3.0
0.6252717996524781,-0.03628534641741769,1.8687538150488314,0.9643650760992956,11.0,6.0,4.0
0.6210243100421176,0.04765508990216247,1.8608331360441677,1.0488088481701516,11.0,6.0,5.0
0.5669629951936735,-1.3968040447319283,1.7629049623661868,0.24738633753705963,11.0,7.0,1.0
0.5693985588125942,-1.4193642623721632,1.7672038625535105,0.24186773244895649,11.0,8.0,1.0
0.5669629951936735,-1.4349905341242155,1.7629049623661868,0.2381176179958131,11.0,9.0,1.0
0.5767052496693562,-1.4511209652333261,1.7801635634647743,0.2343074902771996,11.0,10.0,1.0
0.5426073590044668,-1.4677891753671222,1.7204869461842942,0.2304343724360582,11.0,11.0,1.0
0.5527322332068706,-1.4938820519524072,1.737995144666841,0.22449944320643644,11.0,13.0,1.0
0.6582859624180973,-0.4593969310461369,1.9314788681417636,0.6316644678941502,11.0,13.0,2.0
0.5527322332068706,-1.5028913047037462,1.737995144666841,0.22248595461286988,11.0,14.0,1.0
0.6825080053254924,-0.48274048803246333,1.9788344412228485,0.6170899448216606,11.0,14.0,2.0
0.5527322332068706,-1.5028913047037462,1.737995144666841,0.22248595461286988,11.0,15.0,1.0
0.6955436563226681,-0.5066762223586431,2.004798699212007,0.6024948132556828,11.0,15.0,2.0
0.5672877855149807,-1.5120658740378445,1.7634776298287382,0.220454076850486,11.0,16.0,1.0
0.6933710478231387,-0.5234845277581356,2.0004477846466786,0.592452529743945,11.0,16.0,2.0
0.5406026062834456,-1.5120658740378445,1.7170412503355446,0.220454076850486,11.0,17.0,1.0
0.6977162648221974,-0.5312366210261182,2.009159076887395,0.5878775382679627,11.0,17.0,2.0
0.5697137108996657,-1.530936038029268,1.7677608883083795,0.21633307652783934,11.0,19.0,1.0
0.702061481821256,-0.5659811341748319,2.01790830394105,0.5678027826631357,11.0,19.0,2.0
0.5535874152344643,-0.4173553724408661,1.739482082589278,0.6587867636800241,11.0,19.0,3.0
0.6481316043085867,-0.22959119530707606,1.911965182183992,0.7948584779695063,11.0,19.0,5.0
0.6083005424580143,-0.19253720923021517,1.8373063199819815,0.8248636250920512,11.0,19.0,6.0
0.6005819848729944,-0.16258813843968073,1.8231795546106497,0.8499411744350311,11.0,19.0,7.0
0.5741192696860956,-0.1336783529952676,1.7755660432324514,0.8748714191239761,11.0,19.0,8.0
