P,Ms,Rp,Sp
51.07926307,1.04,3.677878998,22.53841709
3.70921385,1.04,1.551400668,743.9442849
16.78176602,0.82,2.42996618,21.53
1.21699766,0.8,1.689354104,630.961671
40.0306015,1.16,2.164264579,34.19
4.431222,0.97,3.682653911,388.970105
11.379349,0.97,3.705533397,110.6091391
12.39358604,0.87,2.540692406,45.77972099
3.137873,0.85,1.47682201,255.58
4.302149,0.85,2.308866745,168.19
42.994,0.85,3.448250103,13.73
6.45442009,1.02,2.777640928,234.98
4.134444,0.95,3.062293261,408.9073016
2.05387982,1.02,2.54724453,1073.661309
2.75798267,1.09,1.592830214,788.5
11.59822172,0.51,2.841254636,6.849877658
2.298,0.6,2.27591967,78.35965867
8.205,0.63,1.688721805,19.57096778
8.472382,0.85,2.871465113,70.62212113
60.418955,0.85,2.614338432,5.144981885
20.5533844,1.18,3.158892381,68.02
15.95994513,1.05,2.829197625,80.25670685
7.37868977,1.07,1.22502597,178.68
1.510826,0.09,1.107582574,3.509207676
2.421937,0.09,1.088241784,1.870443302
9.20754,0.09,1.036666344,0.315236758
12.352446,0.09,1.120734311,0.213054667
91.50099945,0.79,2.030635296,2.18
34.45859909,0.95,2.631464814,23.05
12.94130146,1.1,2.244340238,142.1
2.78786839,0.76,1.082600161,153.74
5.65377733,1.12,2.532217331,409.92
7.97419807,1.09,2.562886772,434.24
3.281959,1.06,2.75884896,1697.5309
12.51616,1.06,3.321108672,284.9052257
35.61253,0.73,2.71153505,5.482603344
56.35418576,0.75,2.603886446,4.44
3.1800218,1.24,1.499107911,1015.217341
4.901452,1.24,1.559195484,570.0556936
14.749143,1.24,3.159388666,131.2438527
16.01310205,0.79,2.703001217,20.72
2.94194094,0.76,1.358379013,191.92
28.625653,0.94,2.201002663,18.365991
99.2530951,0.81,1.852718584,1.87
29.3494775,0.79,1.930180753,8.88
25.762294,0.99,2.964477076,51.24759448
3.56809693,1.16,1.36574317,877.33
1.8237305,0.73,2.889231334,259.8038083
82.5342519,0.64,3.020821798,1.37
8.129976,1.02,2.133380271,389.394769
31.517586,1.02,3.30612813,63.93988769
37.815724,0.68,1.279343571,5.99
53.578637,0.68,1.280039181,3.76
1.995,0.12,2.340509657,31.08769524
2.5081,0.88,1.256156628,429.4579047
7.6188,0.68,2.256349036,42.12150285
81.73778,0.89,2.374763737,4.922152208
16.1779561,1.02,2.689003576,138.54
13.15141081,1.29,1.550849674,205.27
16.54297375,0.84,2.522267322,26.14
10.67607169,1.28,3.043748631,638.3612564
1.8270823,0.92,3.264841178,882.9874877
4.7,0.89,1.847601726,241.17
7.171,0.89,2.895931941,137.09
11.02347475,0.55,2.692038239,7.975822692
11.04603384,1.15,2.206620234,153.91
27.082511,1.06,2.967206036,58.7
3.092926,0.81,1.563358671,178.3604888
2.527093,0.47,2.25762747,46.89247319
18.08816,0.47,2.549105195,3.326449352
34.43587975,1.17,2.596739696,32.33
14.970418,1.08,3.408200228,209.1796614
37.46849,0.9,3.01006069,42.30119767
18.26157,0.94,3.219085294,47.20817105
13.86375,0.74,2.769406727,26.77119986
2.86041,1.11,2.039810731,1195.876429
8.0472642,1.03,3.492907462,243.2841074
7.416755,1.03,2.487881214,748.71
20.485435,1.03,2.873804739,193.09
14.4273551,1.09,1.27168426,111.01
7.64971018,1.27,1.561554169,404.99
6.441008,0.8,2.211493676,71.40414876
17.96753,0.71,2.028479168,7.80292871
1.543069,0.85,1.39518215,463.0632242
4.400028,0.85,3.383458784,114.372449
7.727283,0.76,2.54387642,43.83643804
50.92092,0.76,2.845722258,4.12194877
9.562742,0.69,2.343317004,31.41219683
7.4341393,0.84,2.2382464,71.91496836
5.0988179,0.58,3.727068576,21.65333945
27.359,0.64,2.192557185,3.617091116
22.89104,1.26,2.235904594,139.6305112
84.25999,1.26,3.101716366,15.57645005
4.754,0.75,1.874058082,105.33
8.92507,0.75,2.256771886,45.6
12.27065865,0.95,1.637056915,86.64
8.307872,0.84,2.474507874,74.15
34.096863,0.84,1.874436565,11.28
2.5904434,0.92,1.49017181,353.56
9.20761013,1.02,3.105196,211.08
7.81254,1.24,1.842488886,480.1775385
9.37647,1.24,2.336564118,376.4774963
2.83265213,1.08,1.603257275,1286.39
5.931194,0.64,2.203724579,51.14139108
52.661793,0.64,2.466877335,2.781641693
5.18671989,0.87,2.304524947,129.37
56.1886887,1.08,3.456315637,28.85
18.11472949,1.21,2.326376905,124.65
10.11716531,1.45,3.156263524,421.92
2.52559332,1.01,2.552396396,657.2411341
2.16845259,1.01,2.224148512,894.997797
13.64618192,0.91,2.416527118,59.4
14.88801098,1.02,1.816527729,82.68348161
62.1387714,0.93,2.882206144,6.98
55.63934,0.99,3.153061221,13.15
12.79836,1.05,2.926920016,180.55
2.70730672,1.22,1.435245249,1900.13
2.03232507,1.06,2.05734199,1185.923204
2.80624233,0.65,1.720452664,106.58
15.64591713,0.94,2.74426607,63.29386297
26.39435646,0.8,3.287454603,14.15
40.4287755,0.97,3.254374161,17.23
1.5432066,1.03,1.367003599,2949.56
5.535309,0.93,2.416621951,453.87
5.94220998,0.8,1.304374098,71.94
2.4919863,0.51,2.203079886,40.96780843
4.11296,0.94,2.181051054,211.0522962
29.04992,1.89,3.351528756,239.0528365
1.208974,0.62,1.52366088,282.3862086
3.648103,0.62,1.197978367,64.65065058
6.201812,0.62,1.963617959,31.82367284
26.68,0.95,2.848974542,21.12534814
31.6372,0.75,2.700787658,10.51788846
5.436098,0.18,1.441473009,3.400219095
20.772907,1.02,3.904472792,39.16777566
52.563491,1.02,3.347143342,11.36971381
8.24661,0.54,1.816242232,10.55868386
15.6653,0.54,1.977175088,4.488538742
3.6906745,0.31,1.36107991,11.0541496
7.450729,0.31,1.548115506,4.338532233
1.6739035,1.15,3.727997371,1896.581929
2.76953,0.44,1.212234824,40.10779241
5.70588,0.44,1.50005856,15.29848924
12.46103,0.78,3.671181294,27.73055668
29.8454,0.84,2.964251828,17.14589836
17.471278,1.03,3.44364405,53.96077184
10.50534,0.54,2.021177113,7.873630785
4.47904,0.91,1.59656344,223.3926877
10.09489,0.91,2.149643299,75.77063254
2.77065,0.51,3.936409793,141.1799264
27.26955,0.45,1.770436248,1.539033973
3.2809626,0.77,2.076782642,151.2716798
8.4388385,0.77,2.325007404,42.92554012
2.871512,0.97,1.87738135,350.8163922
7.149584,0.97,3.325913153,103.9889083
13.606629,0.97,2.599985911,44.06986885
12.9972,0.98,3.890012,91.88744583
7.01,0.56,1.761714534,16.06034282
7.851928,0.34,2.221502808,4.831980602
13.63083,0.89,3.423385392,57.79786361
8.596802,1.05,2.775458,252.2711861
1.62116,1.04,1.31211416,3367.88089
91.68278,0.93,2.886360494,5.793355062
11.6264,1.15,3.439196761,255.3888568
3.183792,0.95,3.065060981,492.4441609
10.06049,0.92,2.642385386,87.74575017
5.90279,0.92,1.223186751,178.4401426
12.42205,0.9,2.228679449,51.95259488
12.91375431,1.15,2.82391886,219.05
17.20523483,0.83,2.672430134,26.89
6.849692,1.15,1.402633428,361.6949817
20.053763,1.2,2.191147602,83.94350525
30.092568,1.15,1.940220963,50.26799238
13.86825,1.03,1.51087629,238.84242
16.21865,1.03,3.71769321,193.8447648
5.13248562,0.52,1.92522705,24.33892004
12.3764661,0.65,2.795849585,14.39
8.35390639,0.87,2.6378678,77.62
6.38315913,0.58,3.957332221,27.26803434
7.685,0.68,2.457988963,27.35
3.69298373,0.76,2.045449294,103.91
5.70940492,0.76,1.799736442,58.15
63.0382,1.06,3.028785589,11.1
5.74772501,0.68,1.971400664,41.67
9.69312032,0.73,2.671216262,43.14
8.457496,0.65,2.860545599,25.77113967
17.28111,0.65,2.936259589,9.939407886
32.134328,0.65,2.663778816,4.346740661
8.77999973,0.85,3.184062027,61.24
3.77059058,1.09,2.383127747,723.08
26.7839183,0.92,1.643616572,14.6
4.90332155,1.18,2.568236134,601.89
11.96409988,0.92,3.212947736,100.96
5.37886844,0.85,1.849886109,110.62
16.87727414,0.96,2.691093748,40.4
7.71468975,1.46,2.448533342,586.17
44.29919815,0.88,2.413692432,10.85
9.176092,1.08,1.791785591,201.36
19.738286,1.08,1.615063682,72.46
23.58447697,1.01,3.033441319,78.59
3.60147201,0.86,2.468266287,215.5238812
15.74957994,0.98,2.682663716,61.09
5.4258399,0.98,1.568716974,211.66
4.138575,0.9,1.401655196,158.19
6.04045,0.9,1.415980763,95.44
29.90722674,0.97,2.441067271,25.15
1.348335,0.88,2.95324029,702.4409354
5.5382498,0.63,2.311657114,27.24973272
10.688716,0.63,2.462633288,11.33959317
3.127463,0.68,2.40863861,92.60516023
7.493134,0.68,2.76005093,28.89592337
16.608164,0.68,3.11146325,10.01472266
9.17856979,0.88,2.519508859,76.14
95.61100006,1.14,2.21829027,7.45
8.7529,0.61,2.573075408,23.96871879
1.422614,0.79,1.422749719,479.1996219
5.340888,0.79,3.010312011,82.09041255
39.91488,0.8,2.176308456,14.31185148
8.8656511,0.72,2.641252301,66.10046378
6.894256,0.99,3.238570355,196.2611582
4.7369683,0.86,2.861528833,142.4374127
11.8104,0.72,2.945746231,40.47665568
12.252284,0.38,2.46742587,2.921195181
3.348968,0.34,3.558016959,11.53238779
1.0391353,1.11,1.33932239,2830.079773
3.6451398,1.11,3.194115078,531.1033891
3.09833,1.08,2.62269854,586.9601052
1.1947268,1.03,3.39917116,1980.972371
14.697,0.69,3.073595732,13.90579018
19.482,0.69,2.862371358,9.548859317
3.835476,0.47,1.507406482,22.8467505
10.778831,0.81,2.86593356,65.42936306
25.7124,0.81,2.77523946,20.48156078
8.52695,1.16,2.156182579,388.5042565
15.48043,1.14,2.333053962,90.71224804
80.23190308,0.92,2.801411998,4.91
45.294301,0.91,2.408616756,18.83348529
33.7888,1.11,3.057099851,33.01
2.82019241,1.04,2.787877957,935.83
91.773242,0.84,2.148401595,2.98
16.71990013,1.05,2.819048765,74.26
3.295709,0.8,3.254544078,139.15
5.315946,0.8,2.446310554,73.6
9.653471,0.8,2.857464379,33.16
1.49914695,0.8,1.254392739,397.25
3.60930891,0.94,3.91760869,364.9729841
25.69578251,0.78,2.535379262,11.43160665
3.77360059,1.03,1.493119274,734.46
8.1818246,1.03,1.816526334,261.63
22.36656079,0.91,2.969146462,27.37578631
4.60301018,0.77,1.394953377,122.02
4.425391,1.11,1.681222908,559.7100227
13.193242,1.11,3.041139873,130.4457428
4.263742,0.79,1.468501384,599.5
8.005777,0.79,2.760455229,258.42
4.1698,0.8,1.180902744,196.7069872
5.73594,0.61,2.45974295,24.99433063
10.35239,0.78,3.087643127,36.55749563
5.06416,0.78,2.537716218,94.64565944
6.53044,0.74,2.458587141,102.1514801
12.6475,0.87,1.257512487,35.33208069
8.05428,0.73,1.889362504,40.98670009
5.577212,0.27,1.183281394,8.061822333
10.18271,1.21,3.1415125,189.5645175
7.49543,1.05,2.763148583,210.0032035
32.939623,0.36,2.760433375,1.228212014
9.795647,0.62,2.677382712,17.47178577
1.467119,0.32,1.445753697,40.63312599
3.262,0.52,2.456733329,36.77423521
24.93,0.48,3.020421705,3.005065254
52.0688601,1.01,3.293204777,22.10296165
44.87020111,1.07,2.649382274,19.5
4.89337519,1.17,1.652512064,831.14
1.9495378,0.24,1.125765102,19.18528279
8.28246,0.97,2.588196447,177.2258916
7.51574,0.55,2.076115306,14.37539308
2.260455,0.26,3.312677788,24.3822049
51.1309704,1.06,3.204751438,34.43
29.33434,0.99,3.22171668,16.80400636
2.93535996,0.79,2.714970734,258.48
2.75564,0.59,1.499320191,102.56
20.306546,0.59,1.710185821,7.14
7.8773565,0.54,2.635994923,22.85510533
16.3850021,0.54,2.353891503,8.607860615
36.445171,0.58,2.34387296,2.94
39.8189932,1.05,2.984592587,73.34
6.03356196,1.28,3.256289543,1217.39
13.821375,0.84,2.215605315,30.72
30.950851,0.84,1.390517765,10.5
19.80792185,0.94,2.414082441,37.51044123
6.252972,0.8,2.501721616,85.20922562
41.194912,0.8,3.655523195,6.899386763
23.9210791,1.5,2.160694053,197.85
19.79191978,1.11,3.403673084,160.28
2.58664,0.94,1.459672368,767.96
25.3842686,0.96,2.121613638,28.86968207
25.369116,1.23,1.307765214,63.25
3.005156,0.87,2.19446941,237.6563807
58.02035,0.87,3.06895722,4.293422301
6.98541,0.48,2.829363033,10.06390985
2.57302,1.21,2.105586118,523.9272794
1.008035,1.07,1.715295387,3351.762322
6.326763,1.02,2.178888735,192.1919787
81.1694299,0.97,3.578219449,5.62
5.65179605,1.28,1.726612955,506.41
14.30511983,0.9,2.687400683,50.10141771
9.18186,0.93,1.743967303,98.61
62.8916228,0.87,2.467770283,4.55
3.59576964,1.05,2.333046209,586.1231194
6.11786898,1.22,1.120071654,511.76
33.2406882,0.9,1.693146402,14.19
7.65880414,0.95,2.443263382,120.47
17.6046,0.61,3.338454224,4.07
4.301662,0.93,2.473965901,214.04
21.67697486,0.79,3.010451589,19.62700356
7.073088,1.08,2.72366402,279.4109112
18.85019,0.61,3.388309722,6.050913673
2.51462432,0.9,1.383862725,519.64
5.34982412,1.14,1.431272168,595.42
22.18329658,0.99,3.108236884,46.44
21.30022655,1.21,3.508464703,82.3
56.6747285,0.97,3.130278075,10.35
3.63899398,0.95,1.365807253,364.4524805
33.040532,0.98,2.783205014,28.11
62.303276,0.98,3.395308293,12.07
3.93276465,0.98,1.7752042,480.4
9.91935684,0.98,1.582628446,139.88
41.74600392,1.1,2.670552943,28.48
84.703921,1.19,3.358173056,12.71097975
17.0678997,1.05,1.926342684,82.56
5.4042722,1.09,2.817387646,224.15
1.20846503,1.09,1.573269628,1652.91
5.26341577,1.03,3.74741461,358.99
23.8990296,0.99,2.814216107,78.17
20.342199,0.97,2.32377682,35.75
44.851896,0.97,2.732712106,12.46
5.39875259,1.06,2.532397812,425.7556782
2.88676265,0.56,1.494134361,37.67443012
2.1748,0.7,1.802302706,210.7957444
11.06201,0.25,2.289926447,3.12685917
7.385655,0.69,2.015240283,29.29500324
2.588309,0.94,1.595471846,457.8732052
6.679195,0.94,2.57920908,129.0451859
1.256,0.51,2.221803062,290.5346177
6.9226,0.65,1.633231699,26.33431091
1.21956827,0.78,1.747787224,588.95
5.24867263,1.1,2.723432819,307.06
17.667087,0.67,2.340635853,17.12651327
29.79749,0.67,2.074751933,8.535354232
6.034,0.58,2.250721606,19.94432149
6.67202,0.77,1.95390518,53.1238762
16.1966,0.77,2.002882831,16.30497777
6.4215,0.95,2.796440534,76.51800802
27.86,0.95,2.600636872,10.82536192
3.48456408,0.26,3.441731825,9.809758425
8.199796,0.8,2.510074846,51.88875306
20.66093,0.83,3.351426894,18.06067784
31.71701,0.83,3.610336943,10.19813902
4.34934,0.83,1.182065377,144.2047629
20.257,1.4,3.187315995,49.9672431
7.05254,0.89,2.598590003,95.65324023
2.53726,0.89,1.567959298,373.9174957
22.8827,0.89,1.66922014,19.90401607
3.81673,0.68,1.699994271,85.98477008
8.59545,0.68,2.383339368,27.22224319
18.858991,0.5,3.500409815,8.744919902
9.327527,0.84,2.811602839,51.42099126
30.94191,0.97,2.538826972,22.52980181
24.245586,0.49,3.569479382,1.863176315
2.7299025,0.12,1.372210546,4.419309191
8.457463,0.12,1.417759529,0.978506603
1.1980035,0.36,1.22814235,61.43279371
1.2916,0.54,2.300940327,127.0016741
5.444017,0.54,2.216443562,18.74143532
2.7970365,0.91,2.104107853,488.4419065
8.26146,0.94,3.367712006,85.71396085
14.4536756,0.86,2.9754221,39.92093689
7.713057,1.09,3.01333879,227.3916519
10.924709,0.79,2.25107127,33.04849279
21.583298,0.79,2.91805535,13.46475487
10.894841,0.43,2.624577984,5.103084054
1.58040453,0.18,2.836579267,16.85702717
2.500311,0.26,3.147249175,14.02436014
51.3285623,0.96,3.421330825,22.98
9.33646594,0.72,2.168685301,28.10507892
3.930821,1.08,1.375402893,808.09
7.630004,1.08,1.42051,333.56
18.870227,0.83,2.753656225,21.61
46.90232,0.83,2.383068419,6.42
15.3787546,1.09,1.507442829,62.02
21.1284569,1.09,1.318093414,40.64
10.475464,0.66,2.506414316,24.71
22.92881,0.66,2.309282225,8.7
77.473633,0.66,3.009444552,1.72
38.871826,0.98,3.138271869,16.46
6.885875,0.95,2.352392009,192.1988842
15.054786,0.95,1.66483772,67.73247201
39.30941904,0.97,3.239061893,14.24
2.3432319,0.83,1.295258218,299.9457266
34.18890521,0.95,3.302844758,19.31
9.87863917,0.52,2.075693787,7.79638812
83.5781,1.09,3.133339104,17.31
8.40691199,0.86,1.273475166,75.56
2.508553,0.98,1.409880795,665.44
5.419026,0.98,1.397622306,238.48
13.751243,0.98,1.809364037,68.93
7.16892463,1.3,1.685333666,499.3
4.04354,0.57,1.275111051,33.34
5.317429,0.96,1.748152004,301.37
10.105785,0.96,1.011047993,128.09
51.300634,0.93,2.563606104,15.01
6.1469851,1.15,3.021073437,765.7611051
13.81499958,0.52,2.131779786,5.52
28.86235584,1.02,2.431700678,36.53
10.45843441,0.76,1.292155206,24.21
18.82634264,0.85,2.453669012,22.21847051
5.657,1.15,3.096248891,615.0375856
10.003417,0.64,2.591228771,14.19675149
12.20772,0.85,2.741518426,26.60222067
5.06963,1.11,3.07825983,830.6809246
1.548352,0.63,2.057532246,210.8911332
1.96417,0.71,3.103805993,254.0586699
4.65382,0.86,2.62390051,192.44768
9.15059,0.86,2.655031533,78.11400318
28.67992,0.97,3.924311529,58.53969971
1.419549,0.29,1.469728213,59.33588093
5.76918,0.87,3.759942435,225.2953517
32.6479,0.63,2.697057182,2.938175998
21.06884,0.86,1.69767289,39.19126775
9.55237,1.09,2.365764897,283.5848113
4.795069,0.63,2.68935324,40.65293377
6.102325,0.75,2.387158787,48.65447655
10.787992,0.94,2.899449864,68.0908983
22.620344,0.94,2.972543355,25.37139097
21.80451088,0.88,2.832131995,25.3
3.341815,1.17,1.64828853,677.5
2.03231845,0.78,1.33557219,267.14
7.49019,0.86,3.024760797,68.47944186
17.460812,0.86,2.569638901,22.15464231
36.277108,0.86,3.557309516,8.356808442
3.21982106,0.86,1.950218806,211.0773706
4.88752985,1.05,2.31597765,239.11
9.30987,1.02,1.332933668,164.38
6.42200058,1.21,1.480906846,238.51
3.783986,0.85,1.768368511,198.025815
10.281951,0.85,2.855061,52.22604406
18.119869,0.85,3.325517382,24.53471962
2.42629,1.07,1.47601916,826.93
3.40165668,1.14,1.267985471,545.58
26.84768,0.97,3.354818467,107.58
28.59915399,0.51,2.153448426,2.12998177
2.092281,1.09,1.637374253,953.17
17.308032,1.09,2.859144713,56.95
52.814973,1.09,2.674062441,12.86
1.5690665,1.2,1.776477235,2944
3.55485691,1.11,2.067794484,814.92
41.6977827,0.95,2.576366301,13.71995832
10.687576,0.97,2.483502499,70.36
20.303005,0.97,2.056766819,29.88
29.022358,0.97,2.248706142,18.56
4.34728553,0.94,3.529567547,710.87
8.96855,1.08,2.107451712,206.07
23.22182,1.08,1.843537878,57.93
16.08524954,0.8,3.295805982,28.22
5.9123,0.75,2.422456902,62.58
8.9858,0.75,2.23566185,35.9
9.98969327,0.8,3.029953033,56.97693554
6.52121067,1.09,3.344606088,258.06
6.738975,0.59,2.06459983,38.88
18.794234,0.59,3.597632329,9.9
3.940997,0.91,1.709923965,249.6576292
5.349555,0.91,2.586095819,166.110125
65.6478424,0.88,2.019929161,4.86
88.07160187,0.79,2.596742995,2.79
3.94963138,0.82,2.499121669,164.594865
28.6851324,1.03,2.747942096,16.49443518
66.1849031,0.98,2.452432647,8.3
25.85501786,1.02,2.686376366,46.98
3.83309118,0.92,1.854243774,227.2
13.71933369,1.19,2.274076353,141.89
47.0564003,0.97,2.15467874,14.43
1.02586997,0.83,1.317798611,1264.7
2.453234,0.77,2.954528049,150.8483193
24.31575992,1.13,3.353459681,71.84
23.3593998,1.07,2.4432772,51.68
44.6169557,1.32,2.89288434,68.47
22.18432708,0.8,3.42356429,18.74
21.963945,0.93,2.468767262,33.68699585
15.170318,1.26,2.29364992,160.26
26.234138,1.26,2.14442201,77.29
39.459357,1.26,2.5929771,44.83
96.9151496,0.87,2.40401863,2.34
1.620493,0.97,1.427101107,1065.343407
3.38802,0.97,1.82327701,398.4965333
5.839172,0.97,1.704945274,192.8490382
10.681572,0.97,1.864000871,86.19967039
22.08557563,0.57,3.536618618,3.843945454
2.549575,0.59,1.500142691,69.09357788
5.212333,0.59,1.398042374,26.62881662
13.969457,0.59,2.246195726,7.153007902
8.16736031,0.99,1.044409779,132.43
2.382961,0.96,1.728585838,578.3531547
5.902206,0.96,2.493000514,172.5824132
16.00494214,1.49,3.134401903,172.11
18.01621096,1.06,1.886539994,37.70598285
31.393463,0.33,2.368635877,2.145936916
13.603,0.69,2.344777113,18.86897097
65.55,0.69,2.344777113,2.337619279
4.44117,0.9,1.614706116,175.8429217
6.42904,0.9,2.734873221,107.3522608
14.09189,0.9,2.550220347,37.74119669
8.2669928,1.05,3.465357919,108.457046
9.97748,1.01,2.3372853,307.5917071
7.122605,0.79,1.333159059,144.0919138
2.541,1,2.516664046,724.554861
1.2436258,0.84,3.735414664,792.1800984
1.133,0.41,1.196630792,63.42028548
5.26,0.41,1.926327149,8.188802816
9.2292005,0.74,3.098758182,28.7804622
6.443868,0.75,2.566722797,64.73022192
12.226574,0.75,2.629574901,27.55551156
18.4498,0.3,2.146583466,1.390513454
9.4897116,0.85,2.161874169,54.73354079
4.77271,1.15,3.480039359,373.6401581
14.5665,0.56,2.86890832,5.082884033
2.326318,0.23,1.6161033,13.3248693
2.1097019,0.97,3.493004554,615.9822883
6.93,0.27,2.67828487,4.482894905
24.73723,0.18,1.808811872,0.460864884
3.77794,0.18,1.342779693,5.645489873
9.45889,0.75,1.204977681,35.72840124
5.52011,0.84,2.882506004,146.5884874
16.141132,0.97,2.033860682,68.37486975
11.54182,1.29,1.824462182,241.8933748
24.94598,1.29,1.988161569,86.5711541
4.01457,0.8,2.718557271,191.582437
4.562546,1.06,1.523676803,357.863796
15.87209,1.27,3.36478154,152.3296956
8.32727,0.87,1.936519922,71.19751178
2.69828,0.71,1.249593502,206.9094053
5.35876,0.26,1.145761512,5.677591959
