P,Ms,Rp,Sp
33.4177993,0.81,2.874020612,8.834954049
17.833648,1.21,2.967993261,143.5172378
13.7521072,0.75,2.499194913,20.5392645
7.061149,0.57,1.491588093,21.79238429
17.1369543,1.04,2.994178569,115.1216916
65.70459747,1,2.940178857,10.02
32.5637069,0.89,2.078519115,13.31982567
12.2854603,0.63,2.442482807,17.67
5.53608151,0.63,2.189888752,51.04
20.9568158,0.63,2.742006908,8.66
4.59238005,0.89,2.641225413,172.6
5.14438011,0.81,1.617896948,129.7264743
10.00652995,1.04,3.610653569,144.9501622
49.1013514,0.91,3.108175532,10.97186359
9.46781405,0.49,2.615076825,8.181382728
1.41122985,0.7,1.419374993,330.25
1.68269615,0.51,1.568277239,95.44586131
6.02930132,0.7,3.197057813,45.53
68.8861915,0.97,1.891460859,21.62
8.36086824,0.76,3.484085403,38.1
21.10339928,1.07,1.71302579,62.99
17.4211749,1.05,3.20904172,47.34
7.56052806,0.94,2.83483948,146.8446479
23.67517607,0.84,2.805389722,20.18
39.7922622,0.79,1.997630432,10.23834741
5.83598311,0.93,2.054334903,149.13
2.68505749,0.84,1.332676111,288.57
26.41045478,0.86,2.90680829,18.05388539
2.36172433,0.72,1.641389622,150.06
18.39629936,0.88,2.249572975,27.09
10.04556931,0.96,2.459335443,90.63
4.22162536,1.01,3.615793337,718.08
20.16034462,0.8,1.436971294,15.29
5.94566534,0.6,1.260677172,25.49817454
9.94067247,1.23,3.026000953,227.82
5.39202539,0.82,3.051503629,112.6782305
11.5231,1.08,3.439972578,178.83
37.3229493,1.09,2.431101595,17.95
29.00790538,0.85,2.78625168,15.23
24.806,0.97,2.905358176,52.35
44.347,0.97,3.271281552,24.11
11.51516988,0.85,3.025107239,38.60587182
6.98152703,1.45,1.330220199,975.81
6.26406846,0.77,1.59268692,80.74
20.739886,0.85,2.188638876,20.73
47.427737,0.85,2.542071426,6.88
33.8786838,0.93,2.610770713,16.89133649
6.33855761,1,3.170319641,266.27
3.27646405,0.95,1.877426876,374.9720284
22.79020351,0.91,2.686311259,35.18225952
9.54927542,0.33,1.802792056,5.892091592
12.28,0.54,3.46245051,10.69885718
17.2559,0.54,3.254251331,6.797539273
3.543919,0.62,1.476010418,31.79
46.827915,0.62,2.608144869,1.637809921
5.83376092,1,3.455766341,410.2077645
14.435889,1.27,1.533560742,159.16
29.393195,1.27,2.530299828,61.69
48.630408,1.27,2.720298504,31.52
16.57110363,0.88,2.197053917,33.48
27.9481449,0.62,2.267714194,6.300753519
42.1516418,0.62,2.210448669,3.642871167
2.211099,0.63,1.900107649,195
4.617534,0.63,1.772488676,73.16
10.198545,0.63,1.860058125,25.44
13.391635,1.2,1.112865464,225.33
5.715442,0.83,2.323713966,115.5
33.42035034,1.03,2.143475258,25.94
16.301259,0.8,1.424141863,20.51
16.56059504,0.85,2.302560538,55.97
32.376183,0.75,2.15990278,6.155741424
92.7297248,0.75,2.80539169,1.513407688
25.9422033,0.81,2.894989758,23.57481993
15.79,1.18,2.662882571,158.31
82.2,1.18,2.857670584,17.55
16.336334,0.33,2.148677075,1.574369471
8.27744007,0.89,1.223161478,331.35
1.09366356,0.91,1.421051876,1705.76
17.97979059,1.24,2.931999601,94.14
8.77424,0.83,1.274981717,83.63
16.2385,1,2.464668988,57.52
10.139623,0.63,2.4478478,33.46
43.595792,0.63,3.358522265,4.79
3.162697,1,2.656690478,668.22
5.370647,1,2.639719502,329.79
11.32972,1,1.529169059,121.82
10.3039,0.96,1.861600209,122.6617085
13.0241,0.96,2.972843328,88.72055272
22.6845,0.96,3.232490702,42.27935934
46.6888,0.96,2.583372267,16.25218573
3.62276006,1.03,1.718089081,683.84
37.30369949,0.86,3.208207487,14
7.05677,1.27,1.619268882,438.94
17.265427,1.27,1.285680125,133.26
9.51216,0.67,2.522239139,18.66
1.60932005,0.61,1.990762695,199.28
11.95398936,0.7,1.953231261,14.33013216
4.60358,0.79,1.503571591,108.04
14.08827448,1.07,3.563420856,69.21
10.29672521,0.63,3.211591145,58.82207746
18.49235668,0.93,2.914703257,25.06
19.17891293,0.93,3.237907992,45.01020329
5.1856142,1.26,2.483439896,652.97
8.45808312,1.26,2.332903573,339.57
4.14787559,1.3,2.030728315,1195.2
9.97721005,1.04,2.693438452,93.64
8.726,1,3.417988795,222.19
12.883,1,3.3961116,132.23
4.224537,1.06,1.87594736,927.8008391
27.434389,1.06,3.515681447,76.57726692
44.552169,1.06,3.01607054,40.11761585
20.4415,1.02,2.065203,51.56255766
13.6088,1.02,2.07667635,88.70028688
20.310501,1.34,2.848459154,198.72
87.9732136,1.04,3.506403081,10.71
12.14680004,1.19,1.589486169,162.84
5.487,0.76,3.03097758,112.91
8.291,0.76,2.673775057,65.1
16.738661,0.85,2.625364537,25.63463125
3.20538,0.82,1.771014524,236.11
4.778,0.88,1.821876193,173.12
9.67395,0.88,2.630027279,67.59
42.8961,0.88,1.98218621,9.29
7.518496,0.81,1.597896824,79.75
24.3078946,0.89,2.288238204,19.87
26.67569,0.9,3.047658265,34.3698352
58.034616,0.9,3.973512526,12.19220282
6.342,0.65,1.471604652,27.03178744
13.85,0.65,1.809904572,9.540367891
10.0546535,0.55,2.245045837,10.28176754
24.646729,0.55,1.585800544,3.115654478
44.55603,0.55,1.461108176,1.414457985
1.9741954,0.51,2.152369132,61.39974011
11.7195663,0.89,3.37649163,45.51770167
7.810253,1.06,2.72914376,246.2076544
2.6446,0.33,1.987577592,20.89859591
14.6762429,0.82,2.198007606,23.3043522
3.67626,0.65,2.319408581,60.69595965
7.95486,0.65,2.319408581,21.72163398
7.17256,0.88,2.538308938,134.7909653
12.409,1.32,2.403781057,274.8504576
3.27108,0.88,1.553098258,345.6960583
3.58599,1.15,2.04203776,967.9302101
5.97293,1.15,1.899374848,490.9154796
11.23,1.15,2.117565184,211.4392611
5.6057,0.92,2.23173048,201.545013
12.2737,0.92,2.861137386,70.98592503
15.852975,0.94,3.529384477,62.36816794
8.357881,1,2.306347785,119.9212645
17.9636,0.96,2.688315175,22.48737845
4.9899093,0.14,2.357976667,2.453143523
17.30713,0.74,2.979731709,11.62948828
12.9460978,1.16,3.659616205,417.9081185
17.6700642,0.95,3.793612437,147.8116531
40.6069821,1,2.41643069,12.39
16.3583055,1.36,2.10956662,248.4391517
27.014976,1.07,2.090346027,49.85
7.31946363,1.38,2.092795882,323.29
23.637604,0.96,3.507824468,31.68
67.093408,0.96,3.686838703,7.88
24.4973698,1.14,2.774933504,60.42
28.2274184,1.05,3.511510554,29.98028912
20.09838,1.15,1.611153369,90.35
62.784697,1.15,2.300854682,19.79
7.05246,0.73,2.917466936,42.76513012
9.52355,0.73,2.928484451,28.62789702
3.07222,0.73,1.760576076,129.763912
4.64489,0.73,1.803336272,74.48637261
41.7083629,1.44,3.711927794,77.32
8.63847725,1.01,3.71783237,312.34
24.2758007,0.93,2.313595564,26.68
19.672266,1.12,3.008485807,82.83
32.657212,1.12,2.750850396,42.15
73.75039673,1.41,3.330170629,9.64
7.99019627,1.1,1.587682173,223.44
3.95140004,0.85,2.883199823,324.78
10.2184954,0.95,2.278160068,130.5172885
15.5741568,0.95,2.335754575,74.41227639
40.101371,1.04,2.531857347,18.24
4.17625551,0.85,3.119085818,139.24
8.94340992,0.87,1.56496494,188.93
13.5708,1,2.512598088,96.91
43.8445,1,2.577373344,20.29
12.28849983,0.93,1.251630054,164.61
29.4557991,1.02,2.395832436,30.3
16.79713874,0.75,2.325038512,13.28874046
4.162817,0.9,1.560799147,176.7856521
11.2954,0.77,2.167550131,30.78026696
10.1346454,0.41,3.214462471,4.856157376
14.1330314,0.79,2.441706413,25.96842349
6.413651,0.39,3.07965962,8.600985164
30.951524,0.62,3.016564546,2.894537352
35.189346,0.33,2.189744575,0.571617264
1.0662107,0.99,1.235313661,2033.833141
4.1374354,0.86,2.848409521,161.9372785
16.9780102,0.84,1.610017419,25.35256319
50.818947,0.88,2.267048893,8.131974184
3.0766896,0.16,2.715752872,6.664559909
4.144965,1.16,1.380016509,988.4306923
3.6977104,0.39,3.074446653,18.15990573
3.98442,1.02,2.37420477,491.8753203
7.44628,0.37,2.6760223,5.692459145
4.93777,1.04,2.863732862,264.2589158
4.30744,0.87,3.181697914,200.0740786
5.904144,0.87,2.67506572,131.4035867
18.6559,0.87,3.4616736,28.33967514
37.9216,0.87,3.560156415,11.00612068
5.07803,0.31,2.886487373,8.247748735
4.4929,0.58,2.133048743,32.87784871
9.0497,0.58,2.543947651,12.9083882
17.66484,0.44,1.343482315,3.044926211
28.17232,0.44,1.486282892,1.634153693
3.76182115,0.97,2.56787978,430.5562494
2.940309,1,2.612453522,626.92812
6.388996,1,2.801647428,222.7571021
14.627119,1,2.39309782,73.82384394
35.118736,1,2.799325941,22.96271378
9.95661537,1.06,2.714966128,142.4307235
7.23400469,0.93,2.044031291,119.6
8.22241966,0.67,2.66323703,24.06
36.5156053,0.79,2.192348955,5.99
10.28891,0.9,2.67227495,56.97642875
1.26909037,0.82,1.569618254,889.89
2.85313364,0.82,1.415138032,302.57
4.166972,0.91,2.729164374,258.607143
11.463462,0.91,2.944889584,67.08831719
39.595519,0.91,2.035793574,12.84911569
8.410894,0.55,1.92833261,19.15270079
15.13589954,1.24,2.207775405,179.16
38.6715075,0.96,2.755245531,20.01
12.19139957,0.86,2.221365128,80.01
18.47764449,0.34,2.373244224,2.274983969
8.0880135,0.87,2.630990072,77.84
20.03479958,1.25,2.18824102,207.16
3.15722086,1.25,1.33910385,2185.397605
13.4845,1.17,3.60230409,153.3672087
27.4029,1.17,3.86192961,60.03728217
81.0659,1.17,3.62590641,14.09060458
5.342657,0.85,2.240035,137.75
16.34359932,1.01,2.805430761,67.34
5.374943,1.14,2.484709845,1366.48
8.586004,1.14,2.020528143,730.81
3.88689525,1.37,1.447740084,2099.75
20.83424726,0.9,2.882234234,27.17903963
9.76298046,0.77,1.781046521,57.59
9.325038,0.68,1.917610363,17.69247844
15.50192,0.68,2.425231751,8.925823691
2.74697,0.48,1.743334003,58.67627816
9.99767,0.48,2.197659342,10.48209718
19.562307,0.7,2.722947012,10.06137948
12.98495573,1.06,2.155467786,163.05
34.169,0.9,1.142598146,11.67
4.385315,0.87,1.316277063,194.34
51.805612,0.87,2.960140228,7.23
4.79859939,0.93,2.699180963,219.04
29.88485741,0.78,2.884162058,10.01
8.239493,0.36,1.181057259,4.220820105
13.97896,0.94,2.921222839,24.1847449
7.8142,1.16,3.245153435,391.8891173
18.311,1.16,3.318823301,125.9124816
19.5666,0.96,3.059569245,59.50758571
6.5577,0.65,2.521788788,36.60895789
9.961881,0.65,2.164715189,20.96368507
15.231915,0.65,2.241280678,11.90099893
4.07445,0.71,3.909460943,75.7007069
9.192522,0.95,2.925156807,82.67885968
4.069427,0.68,1.743708067,108.5
16.282493,0.68,2.094956883,17.07
13.726976,1.1,2.683458346,256.61
24.310856,1.1,2.581847876,119.65
44.431014,1.1,2.936259149,53.56
9.341,1.14,1.718546231,428.52
4.715106,0.7,1.701312741,124.96
8.103636,0.7,2.481063858,60.64
47.9872764,0.96,2.723596123,8.29
7.542427,1.1,2.012467451,376.29
11.932125,1.1,2.335823567,203.76
4.8026345,0.18,1.491885164,4.246282228
5.6605731,0.39,2.340964055,8.085475664
11.379573,0.39,1.946355485,3.186134785
8.77683,0.79,2.436005152,75.47552921
3.795963,0.87,1.615948364,345.0243075
6.203449,0.87,2.072962619,183.9447101
14.175685,0.87,2.541555558,61.30023213
19.590025,0.87,3.08392442,37.83847743
29.54115,0.87,2.019226581,22.87878412
6.26791,1.1,2.162617205,332.7917642
41.6855,1.67,2.576892556,19.35970921
10.8772,0.56,2.28844161,8.122668104
83.9997,0.56,2.22976362,0.532130167
3.2253993,0.71,2.052116591,118.5048781
7.3744897,0.71,3.176022074,39.45908175
2.8531054,0.52,2.27773315,44.30552027
3.471745,0.83,2.600921029,190.0967037
7.138048,0.83,3.552203795,72.71082279
10.45582,0.83,2.49474337,43.70799456
14.76289,0.83,1.95953891,27.5936933
14.339156,1.13,2.45726376,127.8384154
2.633867,0.82,1.43012576,428.41
12.92491623,0.87,2.547718319,34.09
16.202159,0.8,2.49868911,26.25273323
3.68992629,1.08,2.640876708,583.9346217
14.09258319,0.86,1.75067149,30.1
38.3774623,0.95,2.890571532,17.00519445
5.60014851,0.85,1.695250839,150.629728
9.488015,0.92,2.6112417,81.67383082
54.418694,0.92,3.11230118,7.955227241
10.06082567,1.01,2.85978959,183.84
22.12679948,0.85,1.743361075,16.32
27.5722742,1.04,2.517201101,49.66
4.79028459,0.95,1.160173174,194.98
13.683256,0.96,2.484031468,77.76297354
13.3397,0.95,3.188335745,67.69270945
1.921036,0.89,3.857591097,458.092869
4.169783,0.95,3.010450839,293.4639074
5.86601526,1.03,1.857764832,419.8214577
5.69919514,1,1.000583626,120.1655431
35.968,1.17,2.976602216,40.84
7.19303878,1.06,2.320807384,335.3642428
12.691112,1.07,2.168689511,153.88
31.719775,1.07,2.603774789,45.34
6.53192704,0.89,2.689770248,153.14
7.008151,1.2,1.438259542,288.8948508
8.719375,1.2,1.688351841,215.8890394
59.73667,1.2,3.172651693,16.59165555
91.93913,1.2,2.929472169,9.337068586
7.12811928,1.45,1.438561404,1003.03
25.193458,0.82,1.793870292,13.80132742
4.544439,0.92,2.303830396,210.55
12.762172,0.92,2.040981085,53.04
38.715185,0.92,2.268385722,12.08
9.825792,1.16,3.070641082,239.79
3.24755522,1.07,1.515882947,442.52
1.84788917,0.96,2.200502256,1513.46
14.383035,1.17,2.438015848,254.25
47.318218,1.17,2.867331852,52
49.6077331,0.86,2.341556034,7.89
2.05333679,1.12,1.067674704,1766.59
4.49876092,1.03,2.952911315,487.3037709
2.735926,0.84,1.86921395,360.26
6.40013,0.84,2.460559327,115.98
2.984151,0.18,2.36372864,17.66
4.871229,0.18,3.758888,9.18
8.6893073,0.89,2.83027889,58.44
20.99757968,0.82,2.84896747,14.48340613
6.2216147,1.21,1.659450648,380.13
7.650254,0.88,2.557081509,77.54
34.260281,0.88,2.67313071,10.51
1.55400393,0.88,1.761656729,651.41
34.060467,0.94,2.799557499,21.04709884
83.488369,0.94,2.739234995,6.368322801
3.8867907,0.48,1.271113538,32.9900611
7.267302,0.48,1.439109911,14.32211145
13.342996,0.48,1.656058511,6.37040219
22.407704,0.48,1.492487823,3.191353023
4.977656,0.93,1.477508267,159.94
6.988055,0.93,1.263557718,101.84
10.558345,0.93,1.247573913,58.65
6.91134416,1.01,3.072692373,683.8525235
22.20813214,1.34,3.762748585,160.61
1.93155984,0.98,2.110850664,710.02
2.97041437,0.8,3.177200082,775.0647923
10.71252541,0.59,2.76538407,26.23
8.98101683,0.87,3.182976737,166.04
16.84189987,0.94,2.441441464,56.43
13.0313945,1.15,2.982612031,53.42011815
14.97435694,0.87,1.404521545,39.32
5.262155,0.88,1.569632457,381.46
7.416397,0.6,1.673048901,40.69
18.684737,0.6,2.632470311,11.87
27.495606,1.12,3.026773241,56.91
59.36249924,1.01,2.83913657,24.33
5.99185702,1.29,2.343800797,740.17
1.73513619,1.03,3.391260012,1355.710512
1.43474156,1.01,1.625413747,1740.86
3.13878989,0.68,1.153427537,257.32
84.6866,1.59,3.382294166,31.27
17.31716585,0.79,3.162085891,24.63
4.938864,1.11,1.6751091,651.602007
10.640263,1.11,3.404102465,234.1793985
16.332995,0.83,1.37275901,26.37
3.353728,0.54,2.288811343,40.18467941
6.87745,0.54,2.600256725,15.42390594
28.464515,0.54,2.598264709,2.321093164
28.51120525,0.78,3.426358187,8.77
8.8803256,0.81,3.401817679,109.8219992
28.579743,0.81,3.195802207,23.11266933
38.353037,0.81,2.988761782,15.61450372
10.065275,0.58,2.241269409,11.89179262
19.271566,0.58,2.411916874,5.001790662
9.75376,0.96,1.773295844,103.3
2.33743801,0.79,2.652728099,308.55
24.7576421,1.06,3.931647695,117.96
6.8430344,0.88,2.17141344,113.0430191
5.188549,0.77,1.489687171,92.53
8.041,0.56,1.924917514,51.62
11.776,0.56,2.99481679,31.02
2.225177,0.93,1.564328989,644.9202348
34.989262,0.62,1.384777617,2.720042336
3.31494634,0.9,3.542457833,339.4
3.01619005,0.99,1.678816293,1044.49
43.3167737,0.86,3.605444331,12.95924746
5.955,0.64,2.598627891,39.95
12.04,0.64,2.430736131,15.62
5.929778,1.02,2.211747179,248.27
12.247629,1.02,2.311325128,94.49
5.7293196,0.83,2.687296992,124.35
11.6092567,0.83,2.02066737,48.57
66.5579057,1.2,3.214450436,35.29
19.32952416,0.8,2.632443708,16.88
68.9583216,0.91,1.093002001,5.94457086
59.65829849,0.89,2.52415274,5.66
17.8999,1.24,3.804650276,93.82467587
11.008151,0.6,2.46547664,16.26
15.0447198,0.94,1.371972266,129.2657886
10.27530003,1.45,3.437771705,522.13
5.35016198,0.96,2.671327578,183.17
96.16987,0.77,3.692917104,4.441238063
12.331,0.9,2.459030727,43.62
15.943,0.9,2.753626424,30.97
4.41745855,1.4,2.520728881,719.37
3.16789194,0.97,3.04798343,428.0519902
4.22864,1.16,1.63270004,639.58
7.466623,1.16,1.465797323,300.17
11.131786,1.16,1.187786754,176.28
16.259458,1.16,1.402414888,106.34
16.8320729,0.96,1.653307979,36.16
6.41251504,1,3.68981195,270.16
87.6451,1.21,3.992935124,13.49
47.7055,0.75,2.491361036,3.42
17.815815,1.04,3.131136424,52.09953269
14.878296,0.88,3.357096432,215.14247
3.35183158,0.95,2.990741754,905.4329859
10.043686,1.12,2.560981483,143.92
15.163161,1.12,2.68070539,83.16
7.1073,1.11,2.026056748,446.11
10.7421,1.11,3.60698744,257.39
15.274299,1.1,2.544990678,161.04
4.28095859,0.97,2.901261348,322.7834387
33.653079,0.82,2.764314915,7.99
15.7259,0.86,3.173571841,31.12124704
3.73089898,1.02,1.707353034,539.946505
14.646008,0.95,3.2726365,75.15376609
1.897806,1.04,1.709951703,2014.66
3.282807,1.04,1.773974136,966.59
5.028219,1.04,2.000961596,548.1
6.2171292,1.01,3.08070157,650.3713814
18.2206421,1.18,1.785086906,71.82
22.70816791,1.19,2.424613884,80.98
2.248329,0.85,1.96773615,783.45
4.580358,0.85,2.129662012,303.62
6.766888,0.85,1.9150718,180.64
17.42395198,0.89,2.536332831,34.35197366
59.6225257,0.97,3.109931127,8.926324525
39.75289917,0.96,2.499513923,24.54
14.82009983,0.79,1.129231517,21.92
6.61833,0.95,2.944587779,230.4
4.915379,1.03,1.668266462,296.15
13.093921,1.03,2.215790602,80.1
1.4444538,0.81,1.306174998,713.17
26.9644317,0.9,3.457647049,38.24786383
5.960392,0.99,2.813394522,149.98
3.98953967,0.9,1.26218136,259.03
22.0459018,1.11,3.750855187,60.14959566
5.433074,0.79,1.55989889,123.8
12.759712,0.79,2.557325868,39.63
25.751974,0.79,2.34056116,15.54
81.3151059,0.94,2.270499476,3.58
1.95452434,0.99,2.230611348,1129.14895
31.58889961,1.02,2.904971259,31.79
16.92344113,1.01,3.625195182,64.11696811
13.71220213,0.86,2.372173657,39.37113266
2.22649109,0.54,3.228663895,144.4223204
5.72092009,0.51,2.731166077,15.84
2.89221751,0.66,1.413834415,124.87
36.4333452,1.04,2.019036425,19.68322946
62.5611,0.96,3.12992988,7.13
17.44490636,0.87,2.647241292,39.01
5.968734,1.21,3.48972797,594.45
13.07163,1.21,2.375439477,208.98
8.0109434,0.51,2.03509137,11.03861779
12.0717249,0.51,1.535497872,6.38950392
20.995694,0.52,1.502418792,3.015531177
5.62153941,0.99,1.434311835,266.25
21.02247699,0.84,3.459488614,20.24865003
40.0686727,1.09,3.949536965,31.62
44.96417488,0.81,2.353389209,4.96
5.15448442,0.89,2.390417517,176.69
9.360672,0.94,1.420907743,105.07
14.667108,0.94,1.359550819,57.69
30.864423,0.94,2.335659362,21.4
68.16101,0.94,1.660754443,7.44
9.99761851,0.98,2.594686006,103.3030553
90.4113556,0.98,3.523429293,5.482911969
51.06740189,1.06,2.690674832,14.69
21.347262,0.88,2.389800477,30.24
4.88083852,0.78,1.473259948,94.61
47.0569043,0.86,3.356499293,7.92
5.63252845,0.87,2.355505846,148.46
59.87756,0.64,2.935835165,1.608697638
13.47469571,0.89,2.499046302,48.19871112
36.2919336,1.08,2.820083868,35.62011265
3.97076766,0.79,1.502850828,163.404098
18.78425728,0.7,2.407916704,9.16
9.387427,0.61,2.143732583,52.94794737
12.05707239,0.93,2.015429459,53.82
34.8538276,1.03,2.904028522,20.98
3.619337,1.02,1.711956005,460.66
44.699576,1.02,3.447241415,16.15
8.79617863,1.1,1.681688247,118.52
2.57885507,1.05,1.839030282,553.06
3.1739171,1.49,3.347610529,2381.77
25.30889748,1.16,1.675450347,60.37
65.9409,1.02,2.986414662,10.04
17.13263989,0.84,2.434192119,30.42787295
19.1187753,1.06,3.206886948,150.1633636
3.17926292,0.94,1.340644591,397.25
7.411141,0.98,2.651128588,228.28
2.54307286,0.99,1.441473009,995.67
6.668391,0.61,1.588420354,39.26
10.848463,0.61,3.202757968,20.51
5.10137945,1.04,2.735526007,233.62
5.03728015,1.3,1.306585098,813.52
19.78297415,1.01,2.46977632,68.97
19.58550072,0.91,2.522457183,46.51
6.56606007,0.81,1.628616172,86.27
42.42720032,0.87,3.17090613,14.33
4.33946454,0.93,1.665910151,190.02
2.345863,0.8,1.353425062,232.5584084
3.64830183,0.8,1.466244727,129.0668049
5.64491415,0.8,2.84346728,72.12056469
8.74292005,0.8,2.12333365,40.24638688
92.4362973,0.9,2.515585524,3.79
24.7543966,0.76,1.945009224,10.77
2.580827,0.85,1.456681047,400.2858823
3.715335,0.85,1.468399763,246.254869
7.055679,0.85,2.353970865,104.7121425
11.97901,0.85,2.357804289,51.69964504
20.834237,0.85,2.511346339,24.71792429
16.8601286,1.09,2.417369283,122.4774179
8.5083244,1.02,2.929863195,193.68
19.288004,0.23,1.613939754,0.624082612
5.18500207,0.73,2.195206833,109.4893584
31.5922646,1,3.488032503,194.39
17.157236,1.02,3.042505372,389.1233015
7.67463016,1.08,2.243439853,198.67
4.51005748,0.88,1.572908236,206.41
9.946047,0.87,2.991045792,91.92682742
1.04562266,0.9,1.384237052,1811.315604
2.66831376,0.9,1.531433463,436.7985733
6.562331,1.03,3.176250034,721.12
67.844469,1.02,3.040874121,32.03
8.09219642,0.99,1.386299882,413.6
15.28469497,1.08,2.42872303,128.78
22.24813967,1.01,2.571595221,35.06
11.17394617,1.04,2.244986867,130.6659785
20.4905,0.96,2.372503005,36.01
6.9913086,0.78,1.820636707,54.11
7.34370995,0.86,2.176251996,117.5
1.06378867,0.82,1.398453686,1015.43
8.50699658,0.89,1.470758773,83.63800989
11.5789,1.2,2.483307533,257.98
16.399235,1.2,2.416824661,162.04
65.6488341,1,2.942233523,3.698448653
4.13827595,1.13,1.08226339,738.18
7.25696522,1.21,3.903851657,495
4.60182,0.79,2.259180633,141.61
11.187161,0.79,1.545165176,43.21
17.58752333,0.96,3.772046013,42.54
4.790936,0.95,1.375602215,185.3507844
16.514043,0.95,2.788831176,35.5972984
30.133001,0.95,2.848776322,15.96485846
99.640161,0.95,2.758587341,3.240726346
1.11854972,0.74,1.17540383,544.53
12.43931193,0.81,1.365448805,35.41
11.38848,1.14,2.300963952,117.3
50.697494,1.14,2.687965511,16.03
12.06222443,0.94,1.666746868,62.95
14.37508035,1.04,1.784872353,84.8930246
2.795906,0.82,1.690830418,308.88
5.690586,0.82,3.120558847,119.84
10.04156,0.82,2.863536398,56.29
18.369917,0.82,2.762998937,25.16
8.486616,1.17,1.693343902,411.9
55.188023,1.17,2.943449698,33.95
69.8956,0.89,1.998484112,5.33
9.97683705,0.91,2.839582578,83.49
1.9214374,0.87,1.483064274,562.22
24.3347127,1.19,2.764388949,77.07994152
43.0342272,0.96,2.203927749,13.99
12.70639992,0.94,2.471230388,55.86
14.36267939,1.34,2.988108347,254.96
9.07097734,0.9,2.821317678,77.1
6.96710269,1.39,2.39688912,375.65
13.72465129,1.04,3.044945512,229.31
8.3265153,1.11,2.98678369,311.3415352
3.306539,0.51,1.333958767,33.58360662
7.113702,0.51,1.679950028,12.09199547
15.368459,0.51,1.625503194,4.329639825
8.408878,0.78,2.460317857,123.82
28.574263,0.78,2.714674118,24.25
7.42693741,1,1.429415505,177.84
17.232366,1.01,3.182662367,138.81
35.58100128,0.75,2.304750474,6.22
12.2057513,0.88,3.274359101,39.91
6.6513802,0.88,2.759415281,89.63
6.919798,0.95,1.482130482,305.95
19.446355,0.95,3.458117739,77.05
46.4063358,1.15,2.877042683,28.77
16.10467749,1.25,3.284148524,430.69
7.33683936,0.92,1.76522276,123.6440695
5.75322197,0.91,2.47700505,108.79
45.1263042,1.16,2.399547346,30.06
2.382667,0.85,2.06640643,749.0729709
27.5073799,1.06,2.633157617,41.43
3.743208,1.28,1.532140232,1027.064406
23.58914398,0.84,3.013916847,15.57
34.545,1.08,2.310650817,25.91046411
26.7575866,1.11,2.28090198,42.1112191
5.923653,0.67,1.506905418,99.49
5.45849832,1.15,2.237412477,584.35
58.6017925,0.99,2.261211526,17.02
19.65640068,0.83,2.401939817,21.5
3.14866453,0.88,2.666324136,346.0134411
8.990889,1.07,2.652340311,209.1
14.16399294,0.93,2.385310831,46.36
15.59461874,0.96,3.926861396,76.51624482
24.1738579,1.01,2.289746336,26.09
5.90124,0.58,2.445651179,21.35106515
8.7522,0.58,2.295014052,10.68
22.7802,0.58,2.811773767,3.525877387
2.896,0.58,1.559602067,55.15850743
9.91723428,1.05,2.228328247,117.0252661
4.99678284,0.86,2.659194673,143.2885112
7.010606,1,1.635740417,77.41
25.8476,1.23,3.039702077,48.23
40.7157,1.23,3.421557606,26.34
3.504725,0.97,1.690083461,361.5808254
19.9157725,1.11,1.647566668,85.18
13.59049988,0.89,2.690176561,64.8
96.101141,0.98,3.728306605,6.110319508
10.41889954,0.95,2.149860416,126.48
4.164389,0.54,2.994887038,31.33064425
1.00393374,0.79,1.767700848,917.5694782
10.33974,0.76,2.743205867,61.92646442
13.28613,0.76,2.769214676,44.32932446
21.21708973,1.08,2.976139311,61.02
2.024152,0.99,1.910475443,1247.91
4.761702,0.99,2.752968665,399.44
41.809118,0.99,1.703777421,22.07
30.65279961,1.16,2.753767905,87.69
5.599308,0.86,1.194987647,431.26
10.349695,0.86,1.4549567,189.97
15.677563,0.86,1.383533032,109.09
14.03491514,0.85,2.391833941,37.2
1.772419,1.2,1.38925878,3245.464409
19.747412,1.23,3.737339943,128.2928797
71.4517775,1.25,2.028346229,16.85
15.0337,0.95,1.83221551,47.32
11.815007,1.02,3.428188436,96.51
22.064,1.11,2.361313773,60.81
21.3587621,1.01,2.847489173,49.52184667
5.78387022,1.12,1.984168368,288.69
10.446347,1.07,2.981901021,265.19
40.714955,1.07,3.762443549,43.25
10.35509,0.82,2.568317046,80.52601575
21.01538,0.82,3.899526547,31.35195572
35.12537,0.82,3.893876421,15.81348975
70.6979061,0.97,1.944110305,7.85
13.817124,0.95,1.391788381,72.12
41.885775,0.95,2.713036808,16.42
8.19594955,0.73,2.181368307,48.2
15.413135,1.19,2.952581999,213.73
12.699149,0.92,2.372823301,47.74208017
37.514456,0.92,2.569408097,11.26339441
6.77408868,1.08,2.356376954,225.318479
2.10472218,0.94,3.074374585,705.05
6.1799844,0.86,2.41816501,96.5363674
6.308205,0.9,3.324682283,103.2233319
4.33642933,1.22,2.135275263,1166.311801
3.00725242,0.94,3.36204439,1501.003744
56.4349938,0.96,2.484209032,10.86
25.563222,1.14,3.31303735,21.09744834
5.12330347,0.97,1.541706873,198.5665145
11.55562343,0.93,1.940095043,55.76
14.37457351,1.01,2.122497338,83.43
9.65185017,1.01,1.17664826,141.84
13.722341,0.81,3.123733466,114.0496003
30.8638931,1.19,2.730041357,86.47
33.3855938,1.02,2.5700527,29.13
3.53232449,1.03,1.680770099,453.14
