Rp_log,Sp_log_mid,Rp,Sp_mid,bins,grps,i
0.6274174380818681,2.620331414829699,1.8727677897787376,13.740276561991024,10.0,2.0,1.0
0.5615475700278025,2.620331414829699,1.7533838860745985,13.740276561991024,12.0,2.0,1.0
0.34879348934370447,1.7002001987439785,1.4173564609042062,5.475043378823588,15.0,9.0,1.0
0.17524510249648906,1.6227608253231876,1.191538229819104,5.067060291727345,16.0,11.0,1.0
0.7482928186958129,2.9036957347926817,2.1133889969729753,18.24143645923204,16.0,11.0,2.0
0.3743392700816129,3.4096408400486258,1.4540303757880835,30.254376147555636,16.0,11.0,3.0
0.5427942769823483,3.853959202110436,1.7208085661825898,47.17948706800447,16.0,11.0,4.0
0.7266724365382736,4.251567769611125,2.068187120882055,70.21540768288328,16.0,11.0,5.0
0.6030555459879603,4.604818390466823,1.8276948828304338,99.96482663515205,16.0,11.0,6.0
0.30031969138534587,1.6494710100671048,1.3502904147950974,5.204226115677528,18.0,10.0,1.0
0.15647584714796778,1.6227608253231876,1.169382518055027,5.067060291727345,18.0,11.0,1.0
0.44571089292285837,2.2813035554039143,1.5615999316740166,9.789433164264414,19.0,3.0,1.0
0.5578667466681055,4.601794262289543,1.7469418529744791,99.66297683247804,19.0,3.0,2.0
0.15224137180467298,1.6227608253231876,1.1644412658042274,5.067060291727345,19.0,11.0,1.0
0.16779118045836572,1.6227608253231876,1.1826896161565288,5.067060291727345,20.0,11.0,1.0
0.7854028537501068,2.9036957347926817,2.193290338019058,18.24143645923204,20.0,11.0,2.0
0.4773695332040794,3.4096408400486258,1.6118289583357155,30.254376147555636,20.0,11.0,3.0
0.14916175337318585,1.6494710100671048,1.1608607471650878,5.204226115677528,21.0,10.0,1.0
0.14916175337318585,1.6227608253231876,1.1608607471650878,5.067060291727345,21.0,11.0,1.0
0.6752247096948754,2.9036957347926817,1.9644743628106964,18.24143645923204,21.0,11.0,2.0
0.35666140726554324,3.4096408400486258,1.428552090597759,30.254376147555636,21.0,11.0,3.0
0.5540836440706853,3.853959202110436,1.740345477961872,47.17948706800447,21.0,11.0,4.0
0.7318672014074006,4.251567769611125,2.0789588206808705,70.21540768288328,21.0,11.0,5.0
0.5964664551295096,4.604818390466823,1.8156916238956757,99.96482663515205,21.0,11.0,6.0
0.546216747473654,4.9887412695191165,1.7267080724059591,146.75158649507677,21.0,11.0,7.0
0.14043959876475604,1.6494710100671048,1.150779568958147,5.204226115677528,22.0,10.0,1.0
0.7521961081414864,2.9684038538012945,2.1216542863539343,19.460832459070197,22.0,10.0,2.0
0.17247298273024483,1.6227608253231876,1.1882397171883439,5.067060291727345,22.0,11.0,1.0
0.7676710963862803,2.9036957347926817,2.1547422188689973,18.24143645923204,22.0,11.0,2.0
0.16390217765586657,1.6494710100671048,1.1780990650436352,5.204226115677528,23.0,10.0,1.0
0.7539262310508423,2.9684038538012945,2.1253281862732654,19.460832459070197,23.0,10.0,2.0
0.16390217765586657,1.6227608253231876,1.1780990650436352,5.067060291727345,23.0,11.0,1.0
0.7771867723877375,2.9036957347926817,2.175343911754278,18.24143645923204,23.0,11.0,2.0
0.46200885212471476,3.4096408400486258,1.5872593537811615,30.254376147555636,23.0,11.0,3.0
0.5267317304924692,3.853959202110436,1.693388803727385,47.17948706800447,23.0,11.0,4.0
0.6884649044969204,4.251567769611125,1.9906573374054777,70.21540768288328,23.0,11.0,5.0
0.6092211414037128,4.604818390466823,1.838998521042826,99.96482663515205,23.0,11.0,6.0
0.5330208118833119,4.9887412695191165,1.7040722229739436,146.75158649507677,23.0,11.0,7.0
0.15292636046314712,1.6494710100671048,1.1652391681105791,5.204226115677528,24.0,10.0,1.0
0.1628218990996168,1.6227608253231876,1.1768270770609024,5.067060291727345,24.0,11.0,1.0
0.7537390013147025,2.9036957347926817,2.1249302988870764,18.24143645923204,24.0,11.0,2.0
0.1543934816262063,1.6494710100671048,1.1669499698239723,5.204226115677528,25.0,10.0,1.0
0.15934985576064678,1.6227608253231876,1.1727481676196838,5.067060291727345,25.0,11.0,1.0
0.15346416147599876,1.6494710100671048,1.1658660034566373,5.204226115677528,26.0,10.0,1.0
0.7436650248783307,2.9684038538012945,2.1036312642411343,19.460832459070197,26.0,10.0,2.0
0.5108494717386521,3.5152319707869824,1.6667064137617111,33.6237267416924,26.0,10.0,3.0
0.58513910779156,1.940292668834564,1.795240700240003,6.9607878782290165,27.0,5.0,1.0
0.6109672567763884,3.7446306867190806,1.8422124297418607,42.29338482552561,27.0,5.0,2.0
0.5318869984453326,4.604326068855163,1.7021412178948665,99.9156239033716,27.0,5.0,3.0
0.1550895156481725,1.7002001987439785,1.1677624894427483,5.475043378823588,27.0,9.0,1.0
0.1550895156481725,1.6494710100671048,1.1677624894427483,5.204226115677528,27.0,10.0,1.0
0.731794778841692,2.9684038538012945,2.078808262601041,19.460832459070197,27.0,10.0,2.0
0.15757535144090884,1.6227608253231876,1.1706689662517762,5.067060291727345,27.0,11.0,1.0
0.722037621350486,2.9036957347926817,2.058623635416683,18.24143645923204,27.0,11.0,2.0
0.14682616040308738,1.6494710100671048,1.1581526127456732,5.204226115677528,28.0,10.0,1.0
0.7413991456798763,2.9684038538012945,2.09887008608262,19.460832459070197,28.0,10.0,2.0
0.15927241241479614,1.6227608253231876,1.1726573495944144,5.067060291727345,28.0,11.0,1.0
0.1510607472944274,1.6494710100671048,1.163067309128135,5.204226115677528,29.0,10.0,1.0
0.725604030640375,2.9684038538012945,2.065978637552534,19.460832459070197,29.0,10.0,2.0
