Source,RSTAR_dr2,RA_S,DEC_S,PLX_S,PLX_ERR_S,FLUX_U_S,FLUX_ERR_U_S,FLUX_B_S,FLUX_ERR_B_S,FLUX_V_S,FLUX_ERR_V_S,FLUX_R_S,FLUX_ERR_R_S,FLUX_G_S,FLUX_ERR_G_S,FLUX_I_S,FLUX_ERR_I_S,FLUX_J_S,FLUX_ERR_J_S,FLUX_H_S,FLUX_ERR_H_S,FLUX_K_S,FLUX_ERR_K_S,DIA_S,DIA_UNIT_S,DIST_S,DIST_UNIT_S,SOURCE_ID_2,RA_dr2,DEC_dr2,PLX_dr2,PLX_ERR_dr2,TEFF_dr2,TEFF_NEG_dr2,TEFF_POS_dr2,RSTAR_NEG_dr2,RSTAR_POS_dr2,LSTAR_dr2,LSTAR_NEG_dr2,LSTAR_POS_dr2,PLX_WAVG,PLX_ERR_WAVG,Teff_bl,Teff_bl_err,Rstar_bl,Rstar_bl_err,ang_dia_bl,ang_dia_bl_err,plx_bl,plx_bl_err,Walkers,Iterations,Burn In,Best Plx,Parallax,Parallax_err,Teff,u-(Teff),u+(Teff),u%(Teff),Teff_delta_bl,Radius,u-(Radius),u+(Radius),u%(Radius),Radius_delta_bl,scale,u-(scale),u+(scale),apprad,u-(apprad),u+(apprad),angdia,u-(angdia),u+(angdia),u%(angdia),angdia_delta_bl,Good Fit Points,Bad Points,Fit Error,Fit Quality,WL_min,WL_max,VizSed_Error,Baseln,Tau_Teff,Tau_Radius,Stored,Model,Name,Rsn,Rsn_err-,Rsn_err+,%Rsn_err-,%Rsn_err+,Runtime
TIC101955023,,153.7157445230879,-47.1567202161406,79.3206,0.0182,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.02153772583806938,3280.9529329323555,0.051094323120499927,3621.4859112865133,3630.7805477010033,3630.7805477010033,0.7277798812477144,3544.8674429865373,1.2359473465953235,3531.8317001008236,1.702943267898928,3541.6040019800957,,,12.6071,pc,Gaia DR2 5413438219396893568,153.70906958958517,-47.154935771099346,79.25433823072078,0.043767224569056754,3631.1074,3349.6667,3881.3533,,,,,,79.31083123872641,0.016804950658986757,3363,57,0.187,0.00695,0.138,0.0051,79.2543,0.0437672,50,5000,1000,Simbad,79.3206,0.018200000748038292,3421,58,60,1.8,1.7,0.193,0.00689,0.00716,3.7,3.2,0.000234,0.0505,0.0525,0.0153,1.65,1.72,0.142,0.0051,0.0053,3.7,2.9,12,1,0.6000000000000004,0.13320534143614468,0.445,2.19,None,Initial SEDmc Results,1.841,1.833,New,nextgen,TIC101955023,0.193,0.00689,0.00716,0.035699481865284974,0.03709844559585492,0 days 00:22:27.634298
