_RAJ2000,_DEJ2000,src,_ID,_tab1_31,_tab1_32,sed_freq,fl,efl,band,wl,fit,abs_dif,pct_dif
290.263287,44.556404,I/360/syntphot,"-c=290.26328675313 +44.55640389237,eq=ICRS&-c.rs=0.004",,0.0,856500.0,0.000505,5.0500003e-05,Cousins:U,0.350263,0.00043158697418018934,0.1453723344713559,0.1453723344713559
290.263287,44.556404,I/360/syntphot,"-c=290.26328675313 +44.55640389237,eq=ICRS&-c.rs=0.004",,0.0,851920.0,0.000492,4.9200004e-05,SDSS:u,0.352146,0.00043158697418018934,0.12279074039975428,0.12279074039975428
290.263287,44.556404,I/360/syntphot,"-c=290.26328675313 +44.55640389237,eq=ICRS&-c.rs=0.004",,0.0,687600.0,0.00139,0.000139,Cousins:B,0.4363,0.001683257483127128,0.21097661497211376,-0.21097661497211376
290.263404,44.556448,I/305/out,"GSC2.3===N2J9001604&-c=290.263404 +44.556448,eq=J2000&-c.rs=0.00",,0.0,382540.0,0.00372,0.00151,POSS-II:i,0.784232,0.0040912701542861404,0.09980382839679246,-0.09980382839679246
290.263283,44.556466,I/343/gps1,"-c=290.263270813 +44.556443856,eq=ICRS&-c.rs=0.004",,0.0,241960.0,0.00311,5e-05,2MASS:J,1.239874,0.0036056156614157077,0.1593619742276591,-0.1593619742276591
290.263285,44.55645,II/246/out,"2MASS===19210318+4433232 &-c=290.263285 +44.556450,eq=J2000&-c.r",2450972.9207,4700.0,239830.0,0.00318,6e-05,Johnson:J,1.250886,0.0036954480024543007,0.16209056691843732,-0.16209056691843732
290.263285,44.556446,I/317/sample,"PPMXL= 153626708865424454&-c=290.263285 +44.556446,eq=J2000&-c.r",,0.0,181750.0,0.00276,8e-05,2MASS:H,1.650619,0.0033598367544024933,0.21733213037988452,-0.21733213037988452
290.263278,44.556448,I/322A/out,"UCAC4===673-073172&-c=290.2632777 +44.5564475,eq=J2000&-c.rs=0.0",,0.0,138550.0,0.00196,7e-05,2MASS:Ks,2.165283,0.002188757633915344,0.11671306528389941,-0.11671306528389941
290.263285,44.55645,II/246/out,"2MASS===19210318+4433232 &-c=290.263285 +44.556450,eq=J2000&-c.r",2450972.9207,4700.0,136890.0,0.0019,8e-05,Johnson:K,2.191541,0.0021547088228766483,0.1340572560759436,-0.1340572560759436
290.263279,44.556432,II/363/unwise,"-c=290.2632787 +44.5564321,eq=J2000&-c.rs=0.004",,0.0,89490.0,0.000935,3e-06,WISE:W1,3.35233,0.001029008352698994,0.10054367128422848,-0.10054367128422848
290.26328,44.55645,J/ApJS/254/11/spikes,recno=106997,,0.0,84449.0,0.000804,1.6e-05,Spitzer/IRAC:3.6,3.55244,0.000924172595903294,0.1494683882129694,-0.1494683882129694
290.26328,44.55645,J/ApJS/254/11/spikes,recno=106997,,0.0,66724.0,0.000527,1.1e-05,Spitzer/IRAC:4.5,4.496133,0.0005600453666853987,0.06270468765630464,-0.06270468765630464
290.263279,44.556432,II/363/unwise,"-c=290.2632787 +44.5564321,eq=J2000&-c.rs=0.004",,0.0,65172.0,0.000487,4e-06,WISE:W2,4.603204,0.0004849953255536018,0.004116399319320393,0.004116399319320393
