_RAJ2000,_DEJ2000,src,_ID,_tab1_31,_tab1_32,sed_freq,fl,efl,band,wl,fit,abs_dif,pct_dif
331.203118,-12.019051,II/349/ps1,"-c=331.203118250 -12.019050760,eq=J2000&-c.rs=0.004",2455826.328218,1160.0,400800.0,0.0732,,PAN-STARRS/PS1:i,0.748503,0.0952740330382707,0.3015577872706255,-0.3015577872706255
331.203026,-12.018889,I/350/gaiaedr3,"-c=331.20309414396 -12.01907283535,eq=ICRS&-c.rs=0.004",,0.0,393400.0,0.0823,0.0003,GAIA/GAIA3:Grp,0.762583,0.09671031281974689,0.1750949325130121,-0.1750949325130121
331.203026,-12.018889,I/353/gsc242,"-c=331.20309198100 -12.01906701951,eq=ICRS&-c.rs=0.004",,,392660.0,0.0734,0.0004,SDSS:i,0.76402,0.09671031281974689,0.317579225185856,-0.317579225185856
331.20308,-12.019041,II/358/smss,"-c=331.203079939 -12.019040942,eq=ICRS&-c.rs=0.004",,0.0,388700.0,0.0586,0.0003,SkyMapper/SkyMapper:i,0.771803,0.09671031281974689,0.6503466059409226,-0.6503466059409226
331.203026,-12.018889,I/345/gaia2,"-c=331.20309198100 -12.01906701951,eq=ICRS&-c.rs=0.004",,0.0,388100.0,0.0837,1e-04,GAIA/GAIA2:Grp,0.772997,0.09672638974565813,0.15563187948545704,-0.15563187948545704
331.202959,-12.018736,I/305/out,"GSC2.3===SBEX000166&-c=331.202959 -12.018736,eq=J2000&-c.rs=0.00",,0.0,382540.0,0.0822,0.0342,POSS-II:i,0.784232,0.09663239916404703,0.17557665790943883,-0.17557665790943883
331.203118,-12.019051,II/349/ps1,"-c=331.203118250 -12.019050760,eq=J2000&-c.rs=0.004",2455826.328218,1160.0,346500.0,0.0821,,PAN-STARRS/PS1:z,0.865801,0.09741734814723814,0.18656945544124387,-0.18656945544124387
331.203026,-12.018889,I/353/gsc242,"-c=331.20309198100 -12.01906701951,eq=ICRS&-c.rs=0.004",,,332440.0,0.0821,0.0003,SDSS:z,0.902418,0.0988971453208416,0.2045937823177287,-0.2045937823177287
331.20308,-12.019041,II/358/smss,"-c=331.203079939 -12.019040942,eq=ICRS&-c.rs=0.004",,0.0,329800.0,0.0535,0.0002,SkyMapper/SkyMapper:z,0.909642,0.09866943493438779,0.8442884900907429,-0.8442884900907429
331.203026,-12.018889,I/353/gsc242,"-c=331.20309198100 -12.01906701951,eq=ICRS&-c.rs=0.004",,,294380.0,0.0668,0.0,VISTA:Y,1.019091,0.09899002958458737,0.4818867085091991,-0.4818867085091991
331.203026,-12.018889,I/353/gsc242,"-c=331.20309198100 -12.01906701951,eq=ICRS&-c.rs=0.004",,,241960.0,0.0393,0.0,2MASS:J,1.239874,0.09091996482405647,1.313485202307401,-1.313485202307401
331.203089,-12.018988,II/359/vhs_dr4,"-c=331.203089 -12.018988,eq=J2000&-c.rs=0.004",2456095.786597,4700.0,240530.0,0.0669,0.0,VISTA:J,1.247246,0.09357816490037123,0.3987767553620428,-0.3987767553620428
331.203047,-12.018885,II/246/out,"2MASS===22044873-1201079 &-c=331.203047 -12.018885,eq=J2000&-c.r",2450965.9388,4700.0,183920.0,0.0782,0.0016,Johnson:H,1.631144,0.09144412756348932,0.1693622817788436,-0.1693622817788436
331.203044,-12.018893,I/322A/out,"UCAC4===390-136734&-c=331.2030445 -12.0188931,eq=J2000&-c.rs=0.0",,0.0,181750.0,0.079,0.0015,2MASS:H,1.650619,0.08985005346796579,0.1373423966167282,-0.1373423966167282
331.203089,-12.018988,II/359/vhs_dr4,"-c=331.203089 -12.018988,eq=J2000&-c.rs=0.004",2456095.786597,4700.0,140500.0,0.0414,0.0,VISTA:Ks,2.135231,0.059704946660970815,0.4421484542918923,-0.4421484542918923
331.203026,-12.018889,I/353/gsc242,"-c=331.20309198100 -12.01906701951,eq=ICRS&-c.rs=0.004",,,138550.0,0.0369,0.0,2MASS:Ks,2.165283,0.058791940893646664,0.5932775834950745,-0.5932775834950745
331.203026,-12.018889,I/353/gsc242,"-c=331.20309198100 -12.01906701951,eq=ICRS&-c.rs=0.004",,,13571.0,0.00264,,WISE:W4,22.105961,0.0006697467462774804,0.7463080582273979,0.7463080582273979
