_RAJ2000,_DEJ2000,src,_ID,_tab1_45,_tab1_46,sed_freq,fl,efl,band,wl,fit,abs_dif,pct_dif
152.215958,69.276558,I/353/gsc242,"-c=152.21595764160 +69.27655792236,eq=ICRS&-c.rs=0.004",,,851920.0,0.00219,1e-05,SDSS:u,0.352146,0.002301518055657412,0.050921528861974014,-0.050921528861974014
152.215833,69.276389,J/MNRAS/443/2561/stars,recno=1202,,0.0,674900.0,0.0295,0.0022,Johnson:B,0.44451,0.030490116223100803,0.0335632555350946,-0.0335632555350946
152.215862,69.276546,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,541430.0,0.0919,0.0047,Johnson:V,0.554088,0.1004377257008496,0.09290236513011817,-0.09290236513011817
152.215958,69.276558,I/353/gsc242,"-c=152.21595764160 +69.27655792236,eq=ICRS&-c.rs=0.004",,,479900.0,0.138,0.0138,SDSS:r,0.62513,0.13888573720754,0.006418410773900599,-0.006418410773900599
152.215892,69.27654,I/339/hsoy,"-c=152.2158922021 +69.2765397352,eq=J2000&-c.rs=0.004",,0.0,445460.0,0.156,0.0156000005,Gaia:G,0.673461,0.1712057167127924,0.09747252038725361,-0.09747252038725361
152.215904,69.276569,I/317/sample,"PPMXL= 907983540967422841&-c=152.215904 +69.276569,eq=J2000&-c.r",,0.0,241960.0,0.517,0.01,2MASS:J,1.239874,0.5127654883525178,0.00819058227790555,0.00819058227790555
152.215719,69.276588,II/246/out,"2MASS===10085177+6916357 &-c=152.215719 +69.276588,eq=J2000&-c.r",2451218.8249,4700.0,239830.0,0.528,0.01,Johnson:J,1.250886,0.5257132345532471,0.0043309897691685,0.0043309897691685
152.215719,69.276588,II/246/out,"2MASS===10085177+6916357 &-c=152.215719 +69.276588,eq=J2000&-c.r",2451218.8249,4700.0,183920.0,0.613,0.015,Johnson:H,1.631144,0.6543898869502013,0.06752024944682009,-0.06752024944682009
152.215904,69.276569,I/317/sample,"PPMXL= 907983540967422841&-c=152.215904 +69.276569,eq=J2000&-c.r",,0.0,181750.0,0.619,0.015,2MASS:H,1.650619,0.65992287864949,0.0661112436835478,-0.0661112436835478
152.215905,69.276542,I/322A/out,"UCAC4===797-019598&-c=152.2159048 +69.2765417,eq=J2000&-c.rs=0.0",,0.0,138550.0,0.47,0.009,2MASS:Ks,2.165283,0.4597283161903381,0.0218546439225995,0.0218546439225995
152.215719,69.276588,II/246/out,"2MASS===10085177+6916357 &-c=152.215719 +69.276588,eq=J2000&-c.r",2451218.8249,4700.0,136890.0,0.45,0.002,Johnson:K,2.191541,0.45606176556024364,0.013470616981677468,-0.013470616981677468
152.215862,69.276546,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,89490.0,0.231,0.006,WISE:W1,3.35233,0.21860977614965976,0.05363735808108911,0.05363735808108911
152.215905,69.276542,II/346/jsdc_v2,recno=185568,,0.0,88174.0,0.217,0.006,Johnson:L,3.402364,0.21597761867215573,0.0047114013379622975,0.0047114013379622975
152.215905,69.276542,II/346/jsdc_v2,recno=185568,,0.0,59601.0,0.115,0.002,Johnson:M,5.033473,0.11037105587299598,0.04025170547126077,0.04025170547126077
152.215862,69.276546,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,25934.0,0.0227,0.0004,WISE:W3,11.567826,0.021968239309921544,0.032236177380281575,0.032236177380281575
152.215862,69.276546,IV/38/tic,"-c=152.21586236008 +69.27654560358,eq=J2000&-c.rs=0.004",,0.0,13571.0,0.00615,0.00125,WISE:W4,22.105961,0.0064129359748333805,0.04275385140707128,-0.04275385140707128
