_RAJ2000,_DEJ2000,src,_ID,_tab15_64,_tab15_65,sed_freq,fl,efl,band,wl,fit,abs_dif,pct_dif
159.409157,-40.888343,J/MNRAS/471/770/table1,recno=1092887,,0.0,499420.0,0.584,,Subaru/Suprime:IA598,0.600697,0.6879937748017343,0.17807154950891013,-0.17807154950891013
159.409398,-40.888284,II/358/smss,"-c=159.409398079 -40.888283968,eq=ICRS&-c.rs=0.004",,0.0,496300.0,0.625,0.01,SkyMapper/SkyMapper:r,0.604473,0.6879937748017343,0.10079003968277486,-0.10079003968277486
159.409161,-40.888342,I/345/gaia2,"-c=159.40931831824 -40.88825901876,eq=ICRS&-c.rs=0.004",,0.0,481500.0,0.635,0.0,GAIA/GAIA2:G,0.623053,0.7105215291692433,0.11893155880347428,-0.11893155880347428
159.409161,-40.888342,I/353/gsc242,"-c=159.40931831824 -40.88825901876,eq=ICRS&-c.rs=0.004",,,445460.0,0.416,0.0,Gaia:G,0.673461,0.7847706380812575,0.886467841080707,-0.886467841080707
159.409398,-40.888284,II/358/smss,"-c=159.409398079 -40.888283968,eq=ICRS&-c.rs=0.004",,0.0,388700.0,0.545,0.013,SkyMapper/SkyMapper:i,0.771803,0.8223321143796094,0.5088662187113534,-0.5088662187113534
159.409161,-40.888342,I/353/gsc242,"-c=159.40931831824 -40.88825901876,eq=ICRS&-c.rs=0.004",,,332440.0,0.739,0.039,SDSS:z,0.902418,0.8396022425110844,0.13613290534345907,-0.13613290534345907
159.409398,-40.888284,II/358/smss,"-c=159.409398079 -40.888283968,eq=ICRS&-c.rs=0.004",,0.0,329800.0,0.453,0.024,SkyMapper/SkyMapper:z,0.909642,0.837763589329852,0.8493677098780449,-0.8493677098780449
159.409161,-40.888342,I/353/gsc242,"-c=159.40931831824 -40.88825901876,eq=ICRS&-c.rs=0.004",,,241960.0,0.0371,0.0,2MASS:J,1.239874,0.7695670829158885,19.743048926831815,-19.743048926831815
159.409374,-40.888157,II/359/vhs_dr4,"-c=159.409374 -40.888157,eq=J2000&-c.rs=0.004",,,240530.0,0.0713,0.0,VISTA:J,1.247246,0.7919169832431499,10.106830066939198,-10.106830066939198
159.4092,-40.888325,II/246/out,"2MASS===10373820-4053179 &-c=159.409200 -40.888325,eq=J2000&-c.r",2451274.6005,4700.0,183920.0,0.692,0.025,Johnson:H,1.631144,0.7711503224485062,0.11437912398810887,-0.11437912398810887
159.409374,-40.888157,II/359/vhs_dr4,"-c=159.409374 -40.888157,eq=J2000&-c.rs=0.004",,,140500.0,0.104,0.0,VISTA:Ks,2.135231,0.503143811459005,3.837921164211081,-3.837921164211081
159.409164,-40.888344,I/353/gsc242,"-c=159.40916442871 -40.88834381104,eq=ICRS&-c.rs=0.004",,,138550.0,0.0421,0.0,2MASS:Ks,2.165283,0.4954590841218444,10.768624011025237,-10.768624011025237
159.409196,-40.888223,II/363/unwise,"-c=159.4091955 -40.8882225,eq=J2000&-c.rs=0.004",,0.0,89490.0,0.202,0.0,WISE:W1,3.35233,0.23352740156055926,0.1560762050964005,-0.1560762050964005
159.409196,-40.888223,II/363/unwise,"-c=159.4091955 -40.8882225,eq=J2000&-c.rs=0.004",,0.0,65172.0,0.118,0.0,WISE:W2,4.603204,0.10195428618577822,0.13598063078149655,0.13598063078149655
159.409299,-40.888283,II/311/wise,"WISE===J103738.23-405317.8&-c=159.409299 -40.888283,eq=J2000&-c.",,0.0,13571.0,0.0066,0.00087,WISE:W4,22.105961,0.005656194904744083,0.1430007673647327,0.1430007673647327
