Source,RSTAR_dr2,RA_S,DEC_S,PLX_S,PLX_ERR_S,FLUX_U_S,FLUX_ERR_U_S,FLUX_B_S,FLUX_ERR_B_S,FLUX_V_S,FLUX_ERR_V_S,FLUX_R_S,FLUX_ERR_R_S,FLUX_G_S,FLUX_ERR_G_S,FLUX_I_S,FLUX_ERR_I_S,FLUX_J_S,FLUX_ERR_J_S,FLUX_H_S,FLUX_ERR_H_S,FLUX_K_S,FLUX_ERR_K_S,DIA_S,DIA_UNIT_S,DIST_S,DIST_UNIT_S,SOURCE_ID_2,RA_dr2,DEC_dr2,PLX_dr2,PLX_ERR_dr2,TEFF_dr2,TEFF_NEG_dr2,TEFF_POS_dr2,RSTAR_NEG_dr2,RSTAR_POS_dr2,LSTAR_dr2,LSTAR_NEG_dr2,LSTAR_POS_dr2,PLX_WAVG,PLX_ERR_WAVG,Teff_bl,Teff_bl_err,Rstar_bl,Rstar_bl_err,ang_dia_bl,ang_dia_bl_err,plx_bl,plx_bl_err,Walkers,Iterations,Burn In,Best Plx,Parallax,Parallax_err,Teff,u-(Teff),u+(Teff),u%(Teff),Teff_delta_bl,Radius,u-(Radius),u+(Radius),u%(Radius),Radius_delta_bl,scale,u-(scale),u+(scale),apprad,u-(apprad),u+(apprad),angdia,u-(angdia),u+(angdia),u%(angdia),angdia_delta_bl,Good Fit Points,Bad Points,Fit Error,Fit Quality,WL_min,WL_max,VizSed_Error,Baseln,Tau_Teff,Tau_Radius,Stored,Model,Name,Rsn,Rsn_err-,Rsn_err+,%Rsn_err-,%Rsn_err+,Runtime
TIC100990000,1.1362742,54.81984072697,-42.76255164967,15.8985,0.017,3630.7805477010033,3630.7805477010033,1.127196980931211,3630.7805477010033,1.803017360769109,3630.7805477010033,3630.7805477010033,3630.7805477010033,2.0144825658671666,3621.552621868082,3630.7805477010033,3630.7805477010033,4.570881896148734,3541.604001980096,5.546257324444955,3486.5829342943434,5.855985886540159,3535.086136336924,,,62.899,pc,Gaia DR2 4848767461548943104,54.81953795364689,-42.76302761189906,15.89993598740138,0.0291804466695586,6115.65,6005.1,6192.1,1.1083896,1.1083896,1.6271645,1.6223115,1.6223115,15.898863876326343,0.0146890436483086,6169,64.0,1.12,0.01,0.1656,0.0015,15.8999,0.0291804,50,5000,1000,Simbad,15.8985,0.0170000009238719,6185,94,104,1.7,0.3,1.11,0.0259,0.0267,2.4,-0.9,0.000311,0.033,0.0341,0.0176,0.936,0.967,0.164,0.0038,0.004,2.4,-1.0,12,14,0.11,0.0325001789787203,0.421,11.6,None,NASA,1.837,1.807,New,ck04,TIC100990000,1.11,0.0259,0.0267,0.0233333333333333,0.024054054054054,0 days 00:11:38.368345
TIC101011575,0.6494546,129.68858495595,-13.25669235077,31.6569,0.0152,3630.7805477010033,3630.7805477010033,0.1629296204374012,3630.7805477010033,0.5105049461661482,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.706348475958994,3621.539279498136,3630.7805477010033,3630.7805477010033,3.165191077911399,3544.8674429865373,5.286886621358198,3464.176413395296,6.036705902375554,3551.4033491464365,,,31.567,pc,Gaia DR2 5746824674801810816,129.6883025960104,-13.256526711809116,31.65007539350205,0.0319396669389432,4645.9697,4576.0,4757.0,0.61949134,0.61949134,0.17705077,0.17675965,0.17675965,31.655639786282,0.0137250418329365,4511,110.0,0.65,0.02,0.1913,0.0059,31.6501,0.0319397,50,5000,1000,Simbad,31.6569,0.0152000002562999,4467,41,42,0.9,-1.0,0.672,0.0164,0.0172,2.6,3.4,0.000453,0.0345,0.0362,0.0213,0.81,0.85,0.198,0.0048,0.0051,2.6,3.5,14,29,0.11,0.0572926501741407,0.35,11.6,None,NASA,1.851,1.827,New,nextgen,TIC101011575,0.672,0.0164,0.0172,0.0244047619047619,0.025595238095238,0 days 00:11:45.124766
