Source,RSTAR_dr2,RA_S,DEC_S,PLX_S,PLX_ERR_S,FLUX_U_S,FLUX_ERR_U_S,FLUX_B_S,FLUX_ERR_B_S,FLUX_V_S,FLUX_ERR_V_S,FLUX_R_S,FLUX_ERR_R_S,FLUX_G_S,FLUX_ERR_G_S,FLUX_I_S,FLUX_ERR_I_S,FLUX_J_S,FLUX_ERR_J_S,FLUX_H_S,FLUX_ERR_H_S,FLUX_K_S,FLUX_ERR_K_S,DIA_S,DIA_UNIT_S,DIST_S,DIST_UNIT_S,SOURCE_ID_2,RA_dr2,DEC_dr2,PLX_dr2,PLX_ERR_dr2,TEFF_dr2,TEFF_NEG_dr2,TEFF_POS_dr2,RSTAR_NEG_dr2,RSTAR_POS_dr2,LSTAR_dr2,LSTAR_NEG_dr2,LSTAR_POS_dr2,PLX_WAVG,PLX_ERR_WAVG,Teff_bl,Teff_bl_err,Rstar_bl,Rstar_bl_err,ang_dia_bl,ang_dia_bl_err,plx_bl,plx_bl_err,Walkers,Iterations,Burn In,Best Plx,Parallax,Parallax_err,Teff,u-(Teff),u+(Teff),u%(Teff),Teff_delta_bl,Radius,u-(Radius),u+(Radius),u%(Radius),Radius_delta_bl,scale,u-(scale),u+(scale),apprad,u-(apprad),u+(apprad),angdia,u-(angdia),u+(angdia),u%(angdia),angdia_delta_bl,Good Fit Points,Bad Points,Fit Error,Fit Quality,WL_min,WL_max,VizSed_Error,Baseln,Tau_Teff,Tau_Radius,Stored,Model,Name,Rsn,Rsn_err-,Rsn_err+,%Rsn_err-,%Rsn_err+,Runtime
TIC118327550,,10.57058561236,-36.71817082717,45.2998,0.027,3630.7805477010033,3630.7805477010033,0.0069183084938271,3630.7805477010033,0.02910717731669,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0871803073956328,3621.415866459573,3630.7805477010033,3630.7805477010033,1.0695476412542044,3554.67581984433,1.8197008586099768,3531.831700100824,2.3550497389872564,3535.086136336924,,,22.075,pc,Gaia DR2 5001098681543159040,10.56975367503263,-36.71797432474558,45.356165711997534,0.0681810321213851,3843.65,3673.64,3982.5332,,,,,,45.30744099223406,0.0251033078366065,3433,100.0,0.43,0.03,0.1814,0.0127,45.3562,0.068181,50,5000,1000,Simbad,45.2998,0.0270000007003545,3351,38,42,1.3,-2.4,0.433,0.0113,0.012,2.8,0.7,0.000385,0.0369,0.0392,0.0196,0.94,0.999,0.182,0.0048,0.0051,2.8,0.3,12,5,0.2800000000000001,0.1071784545824412,0.625,22.1,None,NASA,1.914,1.877,New,nextgen,TIC118327550,0.433,0.0113,0.012,0.0260969976905311,0.0277136258660508,0 days 00:04:37.117004
TIC120042828,1.4095923,283.94241152116,41.47156936413,0.7355,0.0199,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0040481452629202,3621.539279498136,3630.7805477010033,3630.7805477010033,0.0104905962058991,3538.343565330621,0.014125380409131,3528.5802599318085,0.0146015806587359,3505.903843271686,,,1359.619,pc,Gaia DR2 2103730579937168128,283.94242741989035,41.47155354860169,0.687466568433605,0.0250167294620401,5601.0,5440.0,5848.5,1.2928128,1.2928128,1.7617489,1.5986806,1.5986806,0.7168849592860401,0.0155736611121521,6010,158.66,1.15,0.27,0.0074,0.0017,0.687467,0.0250167,50,5000,1000,Simbad,0.7355,0.0198999997228384,5895,30,36,0.6,-1.9,1.18,0.0187,0.0185,1.6,2.6,7.53e-07,0.0443,0.0442,0.000868,25.5,25.5,0.00807,0.00025,0.00025,3.1,9.1,32,12,0.2400000000000001,0.1104219369584587,0.363,2.17,None,NASA,2.198,2.056,New,nextgen,TIC120042828,1.18,0.0187,0.0185,0.0158474576271186,0.0156779661016949,0 days 00:10:18.290071
TIC120043084,0.7816679,283.89940898738,41.22160099821,2.5306,0.0186,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0044004321681526,3621.519266812,3630.7805477010033,3630.7805477010033,0.0223872192513553,3554.67581984433,0.0382296130602103,3557.951305988067,0.0423447844756258,3554.67581984433,,,395.163,pc,Gaia DR2 2103714637018491136,283.8994186748483,41.22159399764612,2.487324378839047,0.0226197559591032,4350.6665,4328.5,4536.41,0.7189675,0.7189675,0.19722523,0.19252959,0.19252959,2.5131426763771523,0.0143666360989068,4597,61.91,0.7,0.02,0.0162,0.0005,2.48732,0.0226198,50,5000,1000,Simbad,2.5306,0.0186000000685453,4539,46,46,1.0,-1.3,0.698,0.0168,0.0181,2.6,-0.3,3.12e-06,0.0356,0.0381,0.00177,10.1,10.8,0.0164,0.00041,0.00044,2.7,1.2,20,23,0.11,0.0436771331148175,0.468,2.19,None,NASA,1.887,1.844,New,nextgen,TIC120043084,0.698,0.0168,0.0181,0.0240687679083094,0.0259312320916905,0 days 00:09:30.171294
TIC120044687,0.689517,283.86637640083,39.89809978651,3.4086,0.021,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0026130377920294,3621.4625626014663,3630.7805477010033,3630.7805477010033,0.0186380301163664,3551.4033491464365,0.0350913534526514,3554.67581984433,0.0431717735259464,3557.951305988067,767000.0,km,293.376,pc,Gaia DR2 2103311150611475968,283.86642853201454,39.89819279744393,3.434401247037008,0.0269562517682014,3773.5,3750.0,3867.15,0.6565256,0.6565256,0.08684846,0.085148744,0.085148744,3.4183447454123304,0.0165662573697527,3750,150.0,0.51,0.02,0.0163,0.0007,3.4344,0.0269563,50,5000,1000,Simbad,3.4086,0.0209999997168779,3736,47,42,1.1,-0.4,0.615,0.0201,0.021,3.4,20.6,4.39e-06,0.047,0.0491,0.0021,11.2,11.7,0.0195,0.00065,0.00068,3.5,19.6,12,38,0.3700000000000002,0.2696413727580761,0.363,11.6,None,NASA,1.826,1.833,New,ck04,TIC120044687,0.615,0.0201,0.021,0.0326829268292682,0.0341463414634146,0 days 00:08:43.737912
TIC120103325,0.53072065,284.0322358315,39.78135107997,3.1429,0.0156,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0062902632792731,3621.549286270987,3630.7805477010033,3630.7805477010033,0.0295937466261816,3554.67581984433,0.0506757501395216,3557.951305988067,0.0546009169182109,3561.229810356255,,,318.177,pc,Gaia DR2 2103295173333142784,284.0323723140584,39.78153645643783,3.144046880712744,0.0209534975737409,4895.9746,4774.565,5015.3335,0.50576025,0.50576025,0.14580867,0.14320536,0.14320536,3.14330899937682,0.0125129216335849,4623,200.0,0.62,0.08,0.0181,0.0023,3.14405,0.0209535,50,5000,1000,Simbad,3.1429,0.015599999576807,4609,35,40,0.9,-0.3,0.634,0.014,0.0144,2.3,2.3,3.97e-06,0.032,0.0329,0.00199,8.03,8.26,0.0185,0.00042,0.00043,2.3,2.2,20,18,0.11,0.0435242217351274,0.352,2.19,None,NASA,1.887,1.879,New,ck04,TIC120103325,0.634,0.014,0.0144,0.0220820189274447,0.0227129337539432,0 days 00:10:01.794982
TIC120103486,0.84401417,283.99509643286,39.91701858394,3.0394,0.0088,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.031074512734681,3621.489246825237,3630.7805477010033,3630.7805477010033,0.0924698466338871,3557.951305988067,0.1245088205132861,3557.951305988067,0.1310991939135531,3564.511335730064,,,329.012,pc,Gaia DR2 2103314346067173504,283.9950850346475,39.91701214120823,3.0199420655438782,0.0203996988213625,5735.8076,5590.535,6154.7026,0.733035,0.733035,0.6946603,0.68599224,0.68599224,3.036347204328889,0.0080802399201574,5661,76.0,1.01,0.14,0.0284,0.0039,3.01994,0.0203997,50,5000,1000,Simbad,3.0394,0.0087999999523162,5674,52,58,1.0,0.2,0.94,0.0192,0.0201,2.1,-6.9,8.16e-06,0.0292,0.0305,0.00286,5.11,5.34,0.0266,0.00055,0.00057,2.1,-6.3,13,26,0.2800000000000001,0.1337069203298168,0.352,11.6,None,NASA,1.857,1.838,New,nextgen,TIC120103486,0.94,0.0192,0.0201,0.0204255319148936,0.0213829787234042,0 days 00:08:31.471173
TIC120105003,0.87067264,284.0945817759,41.18280009579,2.826,0.0505,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0188349423144814,3621.339151400647,3630.7805477010033,3630.7805477010033,0.0628058513279654,3567.7958848932244,0.0912010839355906,3571.0834606320323,0.0979941223069412,3557.951305988067,,,353.857,pc,Gaia DR2 2103712163117363200,284.09456989922904,41.18281311456517,2.9268199072713346,0.0574433664507529,5151.3677,5011.42,5347.305,0.8080348,0.8080348,0.48094425,0.46058363,0.46058363,2.8699515218436984,0.0379274544556325,5431,86.0,0.85,0.09,0.0231,0.0025,2.92682,0.0574434,50,5000,1000,Simbad,2.826,0.050500001758337,5493,106,105,1.9,1.1,0.847,0.0203,0.0213,2.5,-0.4,5.73e-06,0.0423,0.0436,0.00239,8.84,9.11,0.0223,0.00067,0.00069,3.1,-3.5,12,32,0.14,0.0611307346569991,0.436,11.6,None,NASA,1.765,1.825,New,nextgen,TIC120105003,0.847,0.0203,0.0213,0.0239669421487603,0.0251475796930342,0 days 00:09:07.821730
TIC120105470,0.8141306,284.056657644,,,,,,,,,,,,,,,,,,,,,,,,,,Gaia DR2 2103737241426734336,284.05666752919313,41.57672772834161,3.122232992927584,0.0439794868955695,5326.3335,5259.6665,5395.22,0.79347354,0.79347354,0.4806139,0.46623522,0.46623522,3.122232992927584,0.0439794868955695,5445,93.89,0.84,0.09,0.0244,0.0026,3.12223,0.0439795,50,5000,1000,GAIA DR2,3.122232992927584,0.0439794868955695,5353,73,78,1.5,-1.7,0.864,0.0195,0.0202,2.3,2.9,7.28e-06,0.0376,0.0386,0.0027,6.97,7.15,0.0251,0.00067,0.00068,2.7,2.9,12,31,0.12,0.0588474416871315,0.445,3.55,None,NASA,1.812,1.782,New,nextgen,TIC120105470,0.864,0.0195,0.0202,0.0225694444444444,0.0233796296296296,0 days 00:08:37.269802
TIC120105569,0.78571886,283.98630664753,41.6504025989,3.2425,0.0236,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0144002609242915,3621.485911286513,3630.7805477010033,3630.7805477010033,0.056702222574005,3561.229810356255,0.0870162059536721,3557.951305988067,0.0950604860454633,3571.0834606320323,,,308.404,pc,Gaia DR2 2103741437614605312,283.9863480474522,41.6505090986747,3.198304472447685,0.0161877528391349,4906.25,4840.0,5067.3335,0.73655903,0.73655903,0.32227588,0.31751812,0.31751812,3.2124450046702444,0.0133492152535385,5097,77.02,0.78,0.04,0.0232,0.0012,3.1983,0.0161878,50,5000,1000,GAIA DR2,3.198304472447685,0.0161877528391349,5196,95,101,1.9,1.9,0.762,0.018,0.019,2.5,-2.3,5.94e-06,0.0342,0.036,0.00244,7.02,7.39,0.0227,0.00055,0.00058,2.6,-2.2,12,33,0.11,0.0412496169441913,0.436,11.6,None,NASA,1.786,1.81,New,nextgen,TIC120105569,0.762,0.018,0.019,0.0236220472440944,0.0249343832020997,0 days 00:07:55.337795
TIC120251654,1.2678677,284.32851367362,40.56892872773,0.9888,0.0139,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0069425060337534,3621.555957468249,3630.7805477010033,3630.7805477010033,0.019072158907056,3561.229810356255,0.0250495569440698,3557.951305988067,0.0268163589845272,3548.133891118337,,,1011.327,pc,Gaia DR2 2103614444020842752,284.3284865836613,40.56887413509225,0.937926435301496,0.0206579550991461,5767.9434,5581.3335,6098.9937,1.1339648,1.1339648,1.6029742,1.5079911,1.5079911,0.9729453262566996,0.0115324053554573,6047,180.0,1.13,0.34,0.0099,0.003,0.937926,0.020658,50,5000,1000,Simbad,0.9888,0.0138999996706843,5855,57,45,0.8,-3.2,1.18,0.021,0.0251,2.1,4.4,1.36e-06,0.0321,0.0361,0.00117,13.8,15.5,0.0109,0.00025,0.00028,2.6,10.1,29,15,0.2400000000000001,0.1061189521561439,0.363,11.6,None,NASA,1.874,1.892,New,nextgen,TIC120251654,1.18,0.021,0.0251,0.0177966101694915,0.0212711864406779,0 days 00:09:55.155777
TIC120252007,0.7860435,284.35110517084,40.85297725305,1.0396,0.0302,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0015831851505561,3621.502589010854,3630.7805477010033,3630.7805477010033,0.0060701558880268,3535.086136336924,0.0095499275378814,3531.831700100824,0.0119124196617348,3499.451673165252,,,961.908,pc,Gaia DR2 2103644611871388032,284.3510523046401,40.85293189146527,1.060884682649312,0.0377403255784237,4905.0,4819.3174,4948.0,0.77244085,0.77244085,0.32221365,0.29577532,0.29577532,1.0479088143409547,0.0235798794342695,4965,111.27,0.71,0.05,0.007,0.0006,1.06088,0.0377403,50,5000,1000,Simbad,1.0396,0.0302000008523464,4900,35,38,0.8,-1.3,0.799,0.0169,0.017,2.1,12.5,6.9e-07,0.0508,0.0509,0.000831,30.6,30.6,0.00773,0.00028,0.00028,3.6,10.4,36,7,0.2500000000000001,0.1341422037005886,0.352,3.55,None,NASA,1.837,1.824,New,ck04,TIC120252007,0.799,0.0169,0.017,0.0211514392991239,0.0212765957446808,0 days 00:10:31.542176
TIC120252452,0.95519286,284.4099185681999,41.23745966962,1.5024,0.012,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0096373034954674,3621.552621868082,3630.7805477010033,3630.7805477010033,0.0257988224715129,3557.951305988067,0.0337287332359818,3554.67581984433,0.0378442611309996,3561.229810356255,,,665.602,pc,Gaia DR2 2103671481186902912,284.4099503487212,41.23749284594046,1.4729104248136489,0.0159896350487916,5756.0,5644.3335,5840.0,0.92791235,0.92791235,0.9023188,0.87364906,0.87364906,1.491774945414744,0.0095977598309242,5678,100.0,0.94,0.16,0.0129,0.0022,1.47291,0.0159896,50,5000,1000,Simbad,1.5024,0.0120000001043081,5589,69,72,1.3,-1.6,0.971,0.0264,0.0283,2.9,3.3,2.13e-06,0.0401,0.0427,0.00146,13.7,14.6,0.0136,0.00038,0.00041,3.0,5.4,25,18,0.12,0.0635968810551931,0.363,4.6,None,NASA,1.797,1.799,New,ck04,TIC120252452,0.971,0.0264,0.0283,0.027188465499485,0.029145211122554,0 days 00:09:19.721583
TIC120253552,1.4961928,284.56567784034,41.77846599181,0.9699,0.0114,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0124349032412857,3621.555957468249,3630.7805477010033,3630.7805477010033,0.0307326562026431,3557.951305988067,0.0390481253870099,3557.951305988067,0.0417253520027829,3564.511335730064,,,1031.034,pc,Gaia DR2 2104106647274122880,284.5656896597725,41.77847807705904,0.9671271830718684,0.0157881833766746,6030.0,5856.0,6611.893,1.2444302,1.2444302,2.6664848,2.5385168,2.5385168,0.9689497629430074,0.0092424592629459,6202,115.03,1.29,0.46,0.0116,0.0041,0.967127,0.0157882,50,5000,1000,Simbad,0.9699,0.0114000001922249,5944,51,102,1.7,-4.2,1.52,0.0438,0.0305,2.0,17.8,2.17e-06,0.044,0.0329,0.00147,14.9,11.2,0.0137,0.00043,0.00032,2.3,18.1,34,10,0.3000000000000001,0.1632063752169892,0.363,3.55,None,NASA,2.588,2.522,New,nextgen,TIC120253552,1.52,0.0438,0.0305,0.0288157894736842,0.0200657894736842,0 days 00:10:30.624766
TIC120253745,1.014458,284.52118331002,41.62960378307,1.3413,0.0146,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0067006525032229,3621.555957468249,3630.7805477010033,3630.7805477010033,0.0200816845330198,3561.229810356255,0.0282357998418446,3548.133891118337,0.0308460800770514,3551.4033491464365,1410000.0,km,745.545,pc,Gaia DR2 2104098950692667264,284.5211974674884,41.62965617161215,1.3251395842379476,0.0198161645277242,5417.0,5345.5,5585.8335,0.95406014,0.95406014,0.79835886,0.76581967,0.76581967,1.3356140892185009,0.0117542075484047,5679,57.0,1.03,0.06,0.0127,0.0008,1.32514,0.0198162,50,5000,1000,Simbad,1.3413,0.0146000003442168,5685,55,58,1.0,0.1,0.995,0.0191,0.02,2.0,-3.4,1.78e-06,0.0312,0.0323,0.00133,11.7,12.1,0.0124,0.00027,0.00028,2.3,-2.4,12,32,0.12,0.0588414354468907,0.35,4.6,None,NASA,1.846,1.813,New,nextgen,TIC120253745,0.995,0.0191,0.02,0.0191959798994974,0.0201005025125628,0 days 00:08:38.809904
TIC120254625,0.7834508,284.47846800527,40.9331074544,3.5007,0.0167,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0050601825364826,3621.5292735295534,3630.7805477010033,3630.7805477010033,0.0305070313339206,3557.951305988067,0.0538021979872973,3554.67581984433,0.062574853470559,3564.511335730064,859000.0,km,285.657,pc,Gaia DR2 2103645814462282752,284.4784453762814,40.93317230193669,3.482908772970819,0.0203921184452044,3997.0,3679.0,4215.0,0.7045063,0.7045063,0.1411415,0.13890901,0.13890901,3.493557936313972,0.0129202600060546,4201,46.67,0.61,0.02,0.0198,0.0007,3.48291,0.0203921,50,5000,1000,Simbad,3.5007,0.0166999995708465,4086,34,37,0.9,-2.7,0.689,0.0216,0.0223,3.2,13.0,5.82e-06,0.0448,0.0463,0.00241,9.29,9.6,0.0224,0.00071,0.00073,3.3,13.1,21,22,0.19,0.1012622403004824,0.352,2.19,None,NASA,1.939,1.919,New,ck04,TIC120254625,0.689,0.0216,0.0223,0.0313497822931785,0.032365747460087,0 days 00:09:42.187305
TIC120314731,1.8810523,284.70688843339,38.93683356531,1.1092,0.0097,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0171417326755008,3621.565964287184,3630.7805477010033,3630.7805477010033,0.0493401054398245,3561.229810356255,0.0655843289629436,3557.951305988067,0.0707294027494251,3564.511335730064,,,901.551,pc,Gaia DR2 2100196646487547776,284.7068545665344,38.93675662041933,1.0756232051447725,0.0129285829187555,5564.5,5416.0,5742.0176,1.7665427,1.7665427,3.0563354,2.9402275,2.9402275,1.097106668831469,0.0077589736949725,5687,114.0,1.78,0.28,0.0178,0.0028,1.07562,0.0129286,50,5000,1000,Simbad,1.1092,0.0097000002861022,5518,75,72,1.3,-3.0,1.84,0.0495,0.0524,2.8,3.4,4.17e-06,0.04,0.0421,0.00204,9.79,10.3,0.019,0.00054,0.00057,3.0,6.7,30,12,0.14,0.0690123597128899,0.35,2.19,None,NASA,1.809,1.798,New,ck04,TIC120314731,1.84,0.0495,0.0524,0.0269021739130434,0.0284782608695652,0 days 00:10:55.775696
TIC120315006,0.7736378,284.61571078554,39.13102093069,1.6185,0.0203,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0040661345679818,3621.289121492579,3630.7805477010033,3630.7805477010033,0.013601913419716,3548.133891118337,0.0215575799833534,3554.67581984433,0.0224698429311301,3541.604001980096,,,617.856,pc,Gaia DR2 2100214788429438336,284.6157153617201,39.13099800647516,1.6117751540873126,0.0240010545976583,5046.0,4980.6665,5249.0,0.71495545,0.71495545,0.34959,0.3361932,0.3361932,1.6156954984592025,0.0154994753401342,5206,110.94,0.8,0.05,0.012,0.0008,1.61178,0.0240011,50,5000,1000,Simbad,1.6185,0.0203000009059906,5182,95,100,1.9,-0.5,0.752,0.0189,0.0197,2.6,-6.0,1.48e-06,0.0397,0.0411,0.00122,16.3,16.9,0.0113,0.00032,0.00033,2.9,-5.8,14,30,0.2,0.1325427996574018,0.436,11.6,None,NASA,1.838,1.847,New,ck04,TIC120315006,0.752,0.0189,0.0197,0.0251329787234042,0.0261968085106382,0 days 00:09:02.168815
TIC120315151,1.6515299,284.5825503546899,39.2202042031,0.7245,0.0176,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0045711990850088,3621.545950676964,3630.7805477010033,3630.7805477010033,0.0129538787012643,3548.133891118337,0.0182641676107823,3538.343565330621,0.0192309247214921,3531.831700100824,,,1380.262,pc,Gaia DR2 2100216609495590912,284.5825681615285,39.22017374339004,0.6910586600994848,0.0212988159749664,5353.0,5323.0,5391.3335,1.6281279,1.6281279,2.0177,1.8519589,1.8519589,0.7109307108657342,0.0135672608311056,5279,39.0,1.51,0.0308,0.0102,0.00032,0.691059,0.0212988,50,5000,1000,Simbad,0.7245,0.0175999999046325,5250,58,58,1.1,-0.5,1.55,0.0346,0.0355,2.3,2.6,1.26e-06,0.0467,0.0472,0.00112,20.8,21.0,0.0104,0.00034,0.00035,3.4,2.0,18,26,0.11,0.0500172227801233,0.363,4.6,None,Initial SEDmc Results,1.797,1.806,New,ck04,TIC120315151,1.55,0.0346,0.0355,0.0223225806451612,0.0229032258064516,0 days 00:14:40.625645
TIC120317234,1.2247583,284.63518106627,40.71984002236,4.3319,0.011,3630.7805477010033,3630.7805477010033,0.0855066953224541,3404.0818960756146,0.1330454230997844,3372.87309214359,3630.7805477010033,3630.7805477010033,0.1762473163249998,3621.559293071489,3630.7805477010033,3630.7805477010033,0.3940940693462897,3557.951305988067,0.494310704354272,3557.951305988067,0.5166544204611978,3574.374059603301,1660000.0,km,230.846,pc,Gaia DR2 2103452266056715392,284.6351885294308,40.719829594974726,4.348804562290333,0.0255923611273377,6111.267,5947.1,6350.0,1.134398,1.134398,1.8850399,1.8662273,1.8662273,4.334535997256722,0.0101060366125195,6236,57.77,1.19,0.02,0.0481,0.0009,4.3488,0.0255924,50,5000,1000,Simbad,4.3319,0.0109999999403953,6204,71,78,1.3,-0.5,1.2,0.023,0.0226,1.9,0.8,2.7e-05,0.0273,0.0269,0.0052,2.63,2.59,0.0483,0.00093,0.00092,1.9,0.4,25,19,0.11,0.0466813286632555,0.363,11.6,None,NASA,1.932,1.851,New,nextgen,TIC120317234,1.2,0.023,0.0226,0.0191666666666666,0.0188333333333333,0 days 00:10:02.554765
TIC120317833,0.6421501,284.60622239971,41.19637800703,1.468,0.0233,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.002319889098672,3621.505924564939,3630.7805477010033,3630.7805477010033,0.0093325397290131,3551.4033491464365,0.0160990352189415,3548.133891118337,0.0167494264063225,3531.831700100824,,,681.199,pc,Gaia DR2 2104031227648002944,284.6062173704644,41.19634396205958,1.4259934107061236,0.0288911104236314,5096.0,4864.3535,5155.0,0.62753516,0.62753516,0.25054488,0.238113,0.238113,1.451445714183211,0.0181368035306019,4895,84.63,0.74,0.03,0.0098,0.0004,1.42599,0.0288911,50,5000,1000,Simbad,1.468,0.0232999995350837,4791,54,53,1.1,-2.1,0.739,0.018,0.0192,2.6,-0.1,1.18e-06,0.0411,0.0431,0.00109,18.9,19.8,0.0101,0.00029,0.00031,3.1,3.1,23,18,0.11,0.0558449633989302,0.436,3.35,None,NASA,1.785,1.81,New,ck04,TIC120317833,0.739,0.018,0.0192,0.0243572395128552,0.0259810554803788,0 days 00:09:28.676914
TIC120355363,1.4108049,284.86010900689,39.24054847024,1.2985,0.0114,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0158386809066716,3621.549286270987,3630.7805477010033,3630.7805477010033,0.0408131337106654,3564.511335730064,0.054550678366553,3554.67581984433,0.0574909967455238,3564.511335730064,,,770.119,pc,Gaia DR2 2100219392634493568,284.8601128197543,39.24050757462045,1.2538980358056138,0.0145342904631058,5807.75,5619.3765,5862.5,1.3845768,1.3845768,2.0401413,1.968549,1.968549,1.2815117928891069,0.0089699622708633,6079,90.49,1.15,0.18,0.0134,0.0021,1.2539,0.0145343,50,5000,1000,Simbad,1.2985,0.0114000001922249,6132,59,86,1.4,0.9,1.18,0.0381,0.0349,3.0,2.6,2.35e-06,0.0473,0.0436,0.00153,15.4,14.2,0.0143,0.00048,0.00044,3.1,6.7,25,19,0.2600000000000001,0.1594980428011881,0.352,11.6,None,NASA,2.236,2.159,New,nextgen,TIC120355363,1.18,0.0381,0.0349,0.0322881355932203,0.0295762711864406,0 days 00:10:00.875338
TIC120418600,0.5248133,285.01310462724,40.22077739399,7.4906,0.0148,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0063381488292626,3621.4825757508615,3630.7805477010033,3630.7805477010033,0.0602004745237545,3561.229810356255,0.1117892100063684,3557.951305988067,0.1372777326893724,3574.374059603301,614000.0,km,133.501,pc,Gaia DR2 2103377980301947264,285.0131082060193,40.22095471021719,7.416562374184394,0.0245116813451569,3712.08,3565.0,4127.825,0.42442104,0.42442104,0.047116574,0.046717685,0.046717685,7.470819608625335,0.012669640746018,3687,38.83,0.5,0.02,0.0345,0.0014,7.41656,0.0245117,50,5000,1000,Simbad,7.4906,0.0148000000044703,3624,37,42,1.2,-1.7,0.533,0.0169,0.0171,3.2,6.6,1.59e-05,0.0449,0.0455,0.00399,5.63,5.71,0.0371,0.0012,0.0012,3.2,7.5,23,21,0.2,0.1197311540159858,0.352,2.19,None,NASA,1.924,1.908,New,ck04,TIC120418600,0.533,0.0169,0.0171,0.0317073170731707,0.0320825515947467,0 days 00:09:49.682996
TIC120420344,1.4076847,284.9779964826,41.42019103928,0.9279,0.0126,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.0109994199013061,3621.549286270987,3630.7805477010033,3630.7805477010033,0.0272897672810945,3531.831700100824,0.0366437651895798,3531.831700100824,0.0369828335705747,3531.831700100824,,,1077.702,pc,Gaia DR2 2104037962156847744,284.97802508534977,41.42020770658443,0.90333950419995,0.0181780014091886,6228.5,5803.75,6514.5,1.2867974,1.2867974,2.686825,2.535306,2.535306,0.9199293817857122,0.0103555595777099,6166,147.64,1.2,0.38,0.0101,0.0032,0.90334,0.018178,50,5000,1000,Simbad,0.9279,0.0126000000163912,6105,81,90,1.5,-1.0,1.4,0.042,0.0461,3.3,16.7,1.69e-06,0.0466,0.0504,0.0013,17.9,19.4,0.0121,0.0004,0.00043,3.6,19.8,24,19,0.3800000000000002,0.2824863979636017,0.436,3.35,None,NASA,1.872,1.912,New,nextgen,TIC120420344,1.4,0.042,0.0461,0.03,0.0329285714285714,0 days 00:09:33.147618
