Name,Plx,Teff,angDia,model,store,RA,DEC
TIC138431036,1.05654,5420,0.0085,ck04,n,293.941238,41.5904136
TIC138433618,2.42689,5508,0.019,ck04,n,293.9335076,40.590704
TIC138477499,0.834984,5619,0.0065,ck04,n,293.9835827,39.5728474
TIC138477646,2.5907,6179,0.0301,ck04,n,293.8853557,39.5198348
TIC138479461,0.9144,5705,0.0077,ck04,n,293.873663,38.9224548
TIC138568416,1.20622,5792,0.0112,ck04,n,294.1527259,38.2330886
TIC138568968,1.24681,5108,0.009,ck04,n,294.1156858,38.3934378
TIC138569175,0.914114,6166,0.0175,ck04,n,294.1496529,38.458207
TIC138569990,1.36647,5948,0.0154,ck04,n,294.1107631,38.7102222
TIC138571095,1.00953,6206,0.0115,ck04,n,294.0290734,39.0517893
TIC138572691,1.16562,5772,0.0108,ck04,n,294.082697,39.5560655
TIC138574253,0.971283,5988,0.0114,ck04,n,294.1710831,40.0551372
TIC138575125,1.29324,5897,0.0152,ck04,n,294.1130368,40.3628861
TIC138636741,0.646345,6061,0.0058,ck04,n,294.163167,41.4517316
TIC138641300,1.51499,4914,0.0107,ck04,n,294.2020505,40.6633313
TIC138645719,0.990102,5165,0.007,ck04,n,294.2901043,39.126871
TIC138728891,0.981381,5440,0.0078,ck04,n,294.7768068,40.1537027
TIC138805992,1.63554,5229,0.0154,ck04,n,294.8400788,39.0859757
TIC138888759,1.7171,7044,0.0311,ck04,n,294.9589285,38.5915968
TIC138890353,1.03535,5497,0.0091,ck04,n,294.9438822,39.0320499
TIC138959504,1.85536,5636,0.0166,ck04,n,295.0020771,39.9528613
TIC138960099,0.989042,8480,0.0159,ck04,n,294.9917723,40.1443964
TIC138968107,0.917615,6160,0.0175,ck04,n,295.1390408,40.9790527
TIC138968338,1.17705,6675,0.0189,ck04,n,295.1581062,40.8988186
TIC138969285,1.76603,5578,0.0151,ck04,n,295.1025166,40.5723736
TIC138972811,1.3081,6117,0.0144,ck04,n,295.1933631,39.5396946
TIC139034625,1.16308,5738,0.0106,ck04,n,295.1640095,39.2014024
TIC139036121,0.988411,5745,0.0089,ck04,n,295.2167334,38.7744269
TIC139036554,1.59119,5672,0.0144,ck04,n,295.1828896,38.6542028
TIC139036617,0.56016,5819,0.0052,ck04,n,295.1672065,38.637039
TIC139106013,1.47698,5279,0.0111,ck04,n,295.3708312,39.1772925
TIC139106731,3.40956,5973,0.0355,ck04,n,295.3225434,39.3764624
TIC139155506,2.171,5427,0.017,ck04,n,295.300065,40.5565792
TIC139158696,1.11832,5444,0.0092,ck04,n,295.2872318,41.2220033
TIC14111411,7.42337,4484,0.0428,ck04,n,59.1527391,22.4724517
TIC14227229,4.96259,5775,0.0577,ck04,n,59.8903081,21.2985263
TIC142276270,11.8003,5770,0.1065,ck04,n,192.1848981,64.8552755
TIC142748283,20.5978,3300,0.046,nextgen,n,151.6186989,74.8272107
TIC142937186,35.0407,4072,0.2118,ck04,n,52.2917315,-31.3628665
TIC143143769,3.53558,5143,0.0276,ck04,n,89.5988945,-30.8117992
TIC14570090,2.01993,5139,0.016,ck04,n,125.9528309,22.6339399
TIC14635562,13.8516,4009,0.076,ck04,n,126.4762179,20.3593384
TIC146364192,7.1829,5477,0.0655,ck04,n,342.0316493,-14.4947789
TIC146520535,6.52427,4969,0.054,ck04,n,76.6496172,-20.2456126
TIC146799150,3.75615,4434,0.0217,ck04,n,342.6918241,-14.0700007
TIC147683165,4.3615,4629,0.0272,ck04,n,185.5507926,-4.7172908
TIC150096001,13.2743,3655,0.0568,ck04,n,70.1493775,25.0098135
TIC150098860,10.9915,5298,0.0879,ck04,n,91.7996988,-61.9972098
TIC150151262,17.0297,4622,0.1061,ck04,n,92.9361063,-65.8258386
TIC150428135,32.098,3459,0.1254,nextgen,n,97.0957165,-65.5786149
TIC152701771,9.12589,3459,0.0314,nextgen,n,179.8358421,-6.5178542
TIC152805642,6.66215,5262,0.0465,ck04,n,181.2386829,-6.8052985
TIC152868838,4.34143,5152,0.0331,ck04,n,182.3663818,-8.3096141
TIC156584871,6.77291,3717,0.0309,ck04,n,190.6892403,-8.5359826
TIC158025009,18.1484,4884,0.1333,ck04,n,216.9234892,41.9529862
TIC158108219,0.5515783,6087,0.0058,ck04,n,285.8884067,47.880364
TIC158112888,0.895087,5774,0.0072,ck04,n,285.967897,45.7390789
TIC158113449,0.687736,5761,0.0065,ck04,n,286.0049121,45.4803043
TIC158114000,1.25238,5507,0.0105,ck04,n,286.0157998,45.0077413
TIC158114249,1.08762,5577,0.0089,ck04,n,286.0261113,44.7828571
TIC158114283,0.731802,5656,0.0064,ck04,n,286.0029904,44.7565551
TIC158167159,1.14948,5044,0.0081,ck04,n,285.8693277,42.7279996
TIC158169713,1.79947,5181,0.0132,ck04,n,286.1705469,43.0089
TIC158171456,2.61015,4828,0.0177,ck04,n,286.1185888,44.3452063
TIC158171839,2.24188,4435,0.0131,ck04,n,286.0751815,44.6646277
TIC158172348,0.667813,5732,0.0082,ck04,n,286.0471442,45.0532038
TIC158175366,0.807612,5665,0.0071,ck04,n,286.1255037,47.9475586
TIC158212755,1.30113,5044,0.0094,ck04,n,286.2716827,45.4408055
TIC158213532,1.11282,6053,0.011,ck04,n,286.2847077,44.7815817
TIC158213683,0.995104,5791,0.01,ck04,n,286.2246453,44.6544869
TIC158215023,1.37704,6098,0.0149,ck04,n,286.2717162,43.5952037
TIC158215347,1.7323,5782,0.0171,ck04,n,286.2858998,43.3205085
TIC158216544,0.997499,5804,0.0089,ck04,n,286.3580611,42.4064917
TIC158216580,1.05419,5970,0.0111,ck04,n,286.2516039,42.3784353
TIC158217620,0.688644,5865,0.0067,ck04,n,286.3592066,42.2273971
TIC158218178,0.894576,5643,0.0071,ck04,n,286.4527949,42.6577891
TIC158218214,1.41133,5147,0.0097,ck04,n,286.4100307,42.6815137
TIC158218591,0.573312,5664,0.0049,ck04,n,286.3615236,42.9638889
TIC158268972,1.20213,5654,0.0098,ck04,n,286.3985796,45.3435241
TIC158269049,0.4911,5633,0.0042,ck04,n,286.3600604,45.4142664
TIC158270568,1.47547,5213,0.011,ck04,n,286.483626,46.7526182
TIC158272257,2.8765,4955,0.0193,ck04,n,286.6627811,47.4136938
TIC158272820,2.0341,4223,0.0117,ck04,n,286.5854116,46.8708877
TIC158274583,0.850017,6266,0.0106,ck04,n,286.5436691,45.3048716
TIC158275161,0.952861,5315,0.0073,ck04,n,286.5747697,44.7951858
TIC158276273,1.68005,5593,0.0145,ck04,n,286.5284924,43.8733751
TIC158278132,1.14221,5188,0.0086,ck04,n,286.6041816,42.4403309
TIC158317637,0.9610059,6002,0.0097,ck04,n,286.7107166,43.0433585
TIC158317824,1.16288,5020,0.0083,ck04,n,286.7418337,43.1901197
TIC158320130,3.65739,4324,0.0269,ck04,n,286.7485252,45.1587234
TIC158322622,1.39427,4692,0.0091,ck04,n,286.716712,47.425658
TIC158324044,1.66328,5146,0.0135,ck04,n,286.9241804,47.0537092
TIC158324326,1.63392,4523,0.0102,ck04,n,287.0091176,46.7961229
TIC158326424,1.4648,5776,0.0116,ck04,n,286.9668086,44.9924315
TIC158326744,0.605918,6080,0.0067,ck04,n,286.9712284,44.7082669
TIC158385035,2.67192,4231,0.0154,ck04,n,286.9453381,43.8228023
TIC158386680,1.12332,5659,0.0101,ck04,n,286.9584368,42.541409
TIC158387462,2.23828,5088,0.015,ck04,n,286.8653826,41.9889571
TIC158388625,1.40574,5455,0.0111,ck04,n,287.0874563,42.6686537
TIC158392088,1.54978,4554,0.0095,ck04,n,287.0544674,45.1803351
TIC158393923,0.830859,6074,0.0073,ck04,n,287.0394932,46.6401677
TIC158394235,1.36792,5676,0.0136,ck04,n,287.1010275,46.8964033
TIC158394286,1.14228,5981,0.012,ck04,n,287.0862799,46.9457998
TIC158394479,2.31555,5828,0.023,ck04,n,287.1406177,47.1151153
TIC158394902,1.80209,5280,0.0137,ck04,n,287.1349405,47.4886251
TIC158412890,1.3002,5157,0.0099,ck04,n,287.2977834,47.455488
TIC158415898,1.93419,5522,0.0157,ck04,n,287.3327284,46.2034366
TIC158416263,2.19447,5421,0.0176,ck04,n,287.2566578,46.0667247
TIC158423850,1.7679,5462,0.0145,ck04,n,287.2954015,43.2798677
TIC158426969,0.936665,5554,0.007,ck04,n,287.242641,42.3014185
TIC158428960,0.935277,6363,0.0152,ck04,n,287.391295,42.194822
TIC158432813,3.35779,6477,0.0456,ck04,n,287.3456737,43.3783894
TIC158433884,0.755071,6310,0.0077,ck04,n,287.3612976,43.7388
TIC158434144,2.57024,4880,0.0148,ck04,n,287.4389454,43.8320052
TIC158484518,1.03769,5102,0.0074,ck04,n,287.4774867,44.2374702
TIC158486560,0.991756,5895,0.0096,ck04,n,287.4527659,45.7043964
TIC158486842,0.766115,5743,0.007,ck04,n,287.4052661,45.917979
TIC158487005,0.708406,5913,0.0065,ck04,n,287.3920392,46.0592578
TIC158487108,0.704126,5816,0.0071,ck04,n,287.4776359,46.1411685
TIC158487658,1.19446,5857,0.0114,ck04,n,287.4029864,46.5740084
TIC158487888,1.68406,6077,0.0202,ck04,n,287.3694056,46.7681473
TIC158489110,5.12871,3872,0.0267,ck04,n,287.3640804,47.7853043
TIC158489787,1.35546,4870,0.0093,ck04,n,287.6081777,47.5096893
TIC158489841,3.40576,3959,0.0171,ck04,n,287.5011404,47.4691157
TIC158489897,0.911324,5162,0.0066,ck04,n,287.6535874,47.4147762
TIC158490928,0.869616,5327,0.0066,ck04,n,287.5696516,46.5679011
TIC158492133,0.467086,5866,0.0046,ck04,n,287.6354587,45.7160327
TIC158494327,1.66183,5235,0.0116,ck04,n,287.5646296,44.3050662
TIC158494681,1.23364,5322,0.0098,ck04,n,287.5931997,44.1794278
TIC158551360,4.00705,4682,0.0287,ck04,n,287.663331,43.4713782
TIC158551888,1.42645,5852,0.0194,ck04,n,287.6208165,43.1416239
TIC158552258,7.80885,3299,0.0189,nextgen,n,287.5264859,42.9129356
TIC158553540,2.46657,5711,0.031,ck04,n,287.6046621,42.1665104
TIC158554588,3.51026,5495,0.03,ck04,n,287.6979913,42.3385782
TIC158555483,1.03851,5471,0.0108,ck04,n,287.773573,42.8692755
TIC158556108,0.677238,6069,0.0071,ck04,n,287.7626791,43.2743929
TIC158559018,0.882619,5998,0.0094,ck04,n,287.8055442,45.3405371
TIC158559417,1.21959,5774,0.0119,ck04,n,287.7982699,45.6567655
TIC158559861,0.440291,5717,0.004,ck04,n,287.7938184,45.9802492
TIC158561894,1.09387,5888,0.0117,ck04,n,287.7808115,47.6298453
TIC158625100,1.28931,5433,0.0104,ck04,n,287.9060885,46.9377479
TIC158625687,1.62271,4858,0.0107,ck04,n,287.9680995,46.4705959
TIC158625761,1.08441,6167,0.0123,ck04,n,287.9371747,46.4184781
TIC158625964,2.14903,5827,0.0178,ck04,n,287.8872376,46.2761224
TIC158626833,1.50571,5479,0.0141,ck04,n,287.9179379,45.5928829
TIC158630233,0.899772,5519,0.0074,ck04,n,287.8793899,43.3640752
TIC158630552,0.514107,5904,0.0052,ck04,n,287.838419,43.1531776
TIC158631520,3.49969,3931,0.0173,ck04,n,287.857953,42.5426758
TIC158631683,0.53068,6002,0.005,ck04,n,287.9163029,42.4372666
TIC158633475,0.375361,5570,0.0033,ck04,n,288.1160421,42.4403832
TIC158660363,0.987735,6033,0.0094,ck04,n,288.0119248,46.1176003
TIC158660814,2.50564,5490,0.0205,ck04,n,288.0080899,46.4736108
TIC158662352,1.73079,4779,0.0114,ck04,n,288.1382985,47.7245642
TIC158662813,0.911685,5545,0.0073,ck04,n,288.3021104,47.7756227
TIC158664221,2.90756,3827,0.0143,ck04,n,288.250611,46.6794847
TIC158664318,0.969386,5938,0.0081,ck04,n,288.2119707,46.6150461
TIC158664331,1.38477,5180,0.0099,ck04,n,288.236664,46.6058744
TIC158664692,0.784081,5544,0.0065,ck04,n,288.2805801,46.3408747
TIC158665380,0.691346,5957,0.0059,ck04,n,288.1646541,45.8164257
TIC158665571,0.785182,5966,0.007,ck04,n,288.2076012,45.6834463
TIC158722002,0.790157,6377,0.0102,ck04,n,288.1639687,42.4810124
TIC158725179,0.648825,6064,0.0078,ck04,n,288.4211892,43.179773
TIC158725491,1.57041,6090,0.0184,ck04,n,288.3701976,43.3546109
TIC158727691,1.36527,5117,0.0091,ck04,n,288.4474035,44.8017616
TIC158729099,2.04474,4990,0.0143,ck04,n,288.4561183,45.8022258
TIC158730203,1.21915,6139,0.0146,ck04,n,288.4176803,46.5904531
TIC158730884,0.719055,5635,0.0062,ck04,n,288.4796333,47.1017438
TIC158731243,1.09472,5281,0.0083,ck04,n,288.3278778,47.381538
TIC158785055,2.53294,5214,0.0193,ck04,n,288.3724989,47.9335642
TIC158789380,2.27854,5106,0.017,ck04,n,288.5839761,44.7337701
TIC158792051,1.47846,5100,0.0106,ck04,n,288.6425609,43.0393769
TIC158792743,0.984289,5778,0.0092,ck04,n,288.5882888,42.6056644
TIC158794459,0.919613,5771,0.0084,ck04,n,288.7718287,42.2131694
TIC158796434,1.43873,5938,0.0151,ck04,n,288.660826,43.3681938
TIC158837572,0.2052235,5479,0.0016,ck04,n,288.7669819,46.3944497
TIC158838045,1.24178,5786,0.0172,ck04,n,288.7389481,46.7625929
TIC158838278,0.831461,5603,0.0066,ck04,n,288.7340513,46.939363
TIC158838923,1.24051,5549,0.0103,ck04,n,288.6706571,47.3991249
TIC158839043,1.19317,5591,0.0095,ck04,n,288.7507112,47.4909206
TIC158840828,1.63167,5797,0.0134,ck04,n,288.839278,46.9867472
TIC158842046,1.41767,5778,0.0132,ck04,n,288.9240901,46.0575865
TIC158843824,0.738946,5677,0.0067,ck04,n,288.8865895,44.8394672
TIC158843826,1.31727,5517,0.011,ck04,n,288.8339659,44.838198
TIC158844032,0.703869,5749,0.0056,ck04,n,288.9555263,44.705707
TIC158923465,0.946821,5905,0.0111,ck04,n,288.9612535,42.2650472
TIC158927791,1.75296,5763,0.0158,ck04,n,289.042243,42.8824991
TIC158931258,0.742872,6160,0.0085,ck04,n,289.0968274,44.004364
TIC158933249,0.8898464,5416,0.0082,ck04,n,288.9716297,44.6246451
TIC158934047,0.4514727,5849,0.0057,ck04,n,289.0009451,45.1542968
TIC158935283,0.798185,5904,0.0135,ck04,n,289.0775348,46.0051696
TIC158936201,0.69854,5961,0.0071,ck04,n,288.9925529,46.6706513
TIC158983401,1.25572,6060,0.0109,ck04,n,289.0643042,47.1174041
TIC158983792,5.28582,3934,0.0265,ck04,n,289.0720752,47.406918
TIC158984590,1.06256,5956,0.0118,ck04,n,289.1826808,47.8733301
TIC158984916,1.11012,5718,0.0099,ck04,n,289.2489051,47.6501141
TIC158985675,0.968282,5715,0.0085,ck04,n,289.1346298,47.063018
TIC158986028,0.863916,5453,0.0069,ck04,n,289.1426847,46.8129656
TIC158986490,2.40375,5556,0.0203,ck04,n,289.2962253,46.4579889
TIC158987296,0.865136,5470,0.0071,ck04,n,289.1471849,45.86613
TIC158989438,3.1718277,4372,0.0198,ck04,n,289.2744976,44.4704056
TIC158989909,1.69765,5253,0.0129,ck04,n,289.1926026,44.1493165
TIC158992508,1.25859,5309,0.0092,ck04,n,289.2687388,42.6041819
TIC159043952,0.822404,5825,0.0079,ck04,n,289.4415238,42.4981476
TIC159046962,4.18363,6239,0.0529,ck04,n,289.3473634,44.2084445
TIC159050690,0.572806,6129,0.0066,ck04,n,289.4317294,46.6174978
TIC159051188,2.35234,4445,0.0149,ck04,n,289.3520595,46.9736345
TIC159096688,3.20126,6154,0.0366,ck04,n,289.5063796,45.3709728
TIC159098652,1.28649,5160,0.0097,ck04,n,289.5947633,44.1418114
TIC159099116,0.733467,6064,0.0069,ck04,n,289.553232,43.876116
TIC159099716,0.95477,5346,0.0075,ck04,n,289.5685257,43.5385438
TIC159102744,1.59854,4709,0.0107,ck04,n,289.538818,41.8928154
TIC159105397,2.0695984,4796,0.0139,ck04,n,289.6975391,43.3719581
TIC159106207,1.12557,5748,0.0147,ck04,n,289.6512597,43.8244445
TIC159171904,1.23545,5272,0.0098,ck04,n,289.7861626,46.8588176
TIC159172027,0.829996,5647,0.0072,ck04,n,289.7317067,46.953875
TIC159174926,1.16154,6090,0.0144,ck04,n,289.9214256,46.7445267
TIC159175206,0.7789599,5261,0.0059,ck04,n,289.8591023,46.5227429
TIC159177232,0.535578,5856,0.0054,ck04,n,289.8287452,45.1026883
TIC159178000,1.5536,5884,0.0147,ck04,n,289.8312418,44.6098415
TIC159179987,0.926393,6012,0.0088,ck04,n,289.8615609,43.4727412
TIC159180076,0.634424,6005,0.0066,ck04,n,289.8750066,43.4209318
TIC159216808,1.30615,6229,0.0158,ck04,n,289.918589,42.001428
TIC159217349,1.66115,5099,0.0117,ck04,n,290.007564,42.1164698
TIC159217436,1.11334,5920,0.0165,ck04,n,290.0305195,42.1660555
TIC159221689,1.64841,5516,0.0127,ck04,n,290.0438524,44.3705375
TIC159225155,0.700983,5601,0.0059,ck04,n,290.067994,46.5791535
TIC159225367,1.86055,5461,0.0149,ck04,n,290.0511468,46.7134077
TIC159226052,1.44631,5684,0.0237,ck04,n,290.0605123,47.1639533
TIC159226202,0.848206,5753,0.0076,ck04,n,290.0432936,47.2578857
TIC159301148,0.878043,5504,0.0073,ck04,n,290.1761688,46.6983036
TIC159304134,1.1128,6214,0.0112,ck04,n,290.216689,44.7795863
TIC159304532,0.778495,5863,0.0076,ck04,n,290.2632874,44.5564051
TIC159304741,2.33949,4954,0.0165,ck04,n,290.2481023,44.4352935
TIC159307214,1.51859,4751,0.01,ck04,n,290.1222112,43.085407
TIC159375845,0.454875,5838,0.0064,ck04,n,290.3264599,43.121755
TIC159376971,14.9272,3841,0.075,ck04,n,290.3814122,43.2930645
TIC159377404,1.54618,5099,0.0112,ck04,n,290.3931809,43.3638577
TIC159379942,1.61421,5001,0.0116,ck04,n,290.2884494,43.7552623
TIC159381747,0.823311,6170,0.0093,ck04,n,290.3227098,44.0358625
TIC159384648,1.03644,5744,0.0093,ck04,n,290.3581592,44.5187225
TIC159386728,1.29797,5877,0.0139,ck04,n,290.4120774,44.8993227
TIC159389232,3.69973,3957,0.0189,ck04,n,290.2945805,45.5645196
TIC159395366,1.07181,5528,0.009,ck04,n,290.5861316,46.6427486
TIC159396818,1.14897,6173,0.0147,ck04,n,290.5921293,45.7372184
TIC159397031,2.11112,4339,0.0122,ck04,n,290.4799052,45.6005798
TIC159418353,14.0592,4922,0.0981,ck04,n,240.172481,83.2586589
TIC159439931,0.53635,5965,0.0056,ck04,n,290.5903907,45.4396955
TIC159440697,2.53923,5723,0.0222,ck04,n,290.4867838,44.932541
TIC159441326,0.888327,6209,0.0111,ck04,n,290.6011085,44.5563604
TIC159441621,2.18456,5634,0.0185,ck04,n,290.4714596,44.3870422
TIC159442087,1.1751,5706,0.0102,ck04,n,290.503599,44.1436249
TIC159444082,2.27197,5078,0.0171,ck04,n,290.5164698,43.0838642
TIC159446957,3.2513,4005,0.016,ck04,n,290.7082585,42.2372245
TIC159449041,1.21237,5306,0.0094,ck04,n,290.7443078,43.260753
TIC159449495,2.22676,5691,0.0302,ck04,n,290.6640856,43.4997866
TIC159450182,0.599171,5660,0.0052,ck04,n,290.6852287,43.8596155
TIC159520040,1.66169,6164,0.0224,ck04,n,290.8714239,45.4102813
TIC159521326,1.54623,5696,0.0173,ck04,n,290.8241931,44.6472832
TIC159522175,2.56924,4204,0.0124,ck04,n,290.825835,44.1838993
TIC159571280,1.58412,6167,0.018,ck04,n,290.8723061,43.3330104
TIC159573063,1.28138,4935,0.0082,ck04,n,290.889409,42.4596251
TIC159573412,1.59688,4904,0.011,ck04,n,290.9144516,42.2865522
TIC159574927,0.879493,5816,0.0083,ck04,n,291.0336333,42.2678448
TIC159575346,0.887717,5986,0.007,ck04,n,291.0206823,42.4624633
TIC159578257,1.86266,5581,0.0156,ck04,n,291.0286411,43.9137055
TIC159579593,1.89763,5244,0.0157,ck04,n,291.0571451,44.632306
TIC159580427,0.537709,5660,0.0047,ck04,n,291.0923621,45.1155087
TIC159580535,1.10585,6189,0.0142,ck04,n,290.995205,45.192188
TIC159580625,1.02991,6058,0.0125,ck04,n,291.074684,45.242544
TIC159580705,1.27862,5499,0.0147,ck04,n,290.9734395,45.2902761
TIC159581434,1.56982,5054,0.0112,ck04,n,290.9536059,45.7195545
TIC159581842,1.17529,5248,0.0089,ck04,n,290.9833818,45.9733334
TIC159642189,1.2504,5018,0.0079,ck04,n,290.9342679,47.3575414
TIC159642269,1.30442,6388,0.0176,ck04,n,290.957913,47.4062673
TIC159642390,1.90887,5411,0.0154,ck04,n,291.0628615,47.484789
TIC159643991,0.562187,5808,0.0053,ck04,n,291.1973006,47.3077545
TIC159646433,1.75581,4786,0.0114,ck04,n,291.2243829,45.7780993
TIC159646633,1.27914,5643,0.0112,ck04,n,291.2503022,45.6550536
TIC159647213,1.65359,5282,0.0122,ck04,n,291.1833211,45.3230937
TIC159647219,0.94394,5696,0.0081,ck04,n,291.1643587,45.3183061
TIC159647359,1.22374,5431,0.0082,ck04,n,291.2042027,45.2383344
TIC159649308,1.47247,5256,0.0114,ck04,n,291.1987905,44.1662033
TIC159649503,0.888221,6104,0.0097,ck04,n,291.1451576,44.0624715
TIC159649595,1.42408,5036,0.011,ck04,n,291.2429746,44.0086337
TIC159652365,1.7045,5513,0.0149,ck04,n,291.1694567,42.6407281
TIC159654016,3.2537,5825,0.0451,ck04,n,291.3861294,41.9901394
TIC159715997,0.577611,5718,0.0052,ck04,n,291.2697354,42.0960305
TIC159716174,1.2528,5744,0.0104,ck04,n,291.3905325,42.1804735
TIC159721091,1.73566,6022,0.0299,ck04,n,291.3877397,44.5290465
TIC159722311,0.899368,5323,0.0068,ck04,n,291.3499783,45.1722521
TIC159723041,0.823879,5486,0.0068,ck04,n,291.3978451,45.588553
TIC159723305,0.663178,5693,0.0059,ck04,n,291.3546278,45.7478551
TIC159725400,0.835163,5983,0.0083,ck04,n,291.282031,46.9659514
TIC159726559,1.37203,5626,0.0103,ck04,n,291.3021458,47.6976573
TIC159727092,1.74373,5132,0.0128,ck04,n,291.5544735,47.8144362
TIC159728250,1.41974,5872,0.0152,ck04,n,291.5344017,47.0424958
TIC159759306,5.81537,4632,0.0362,ck04,n,291.5060432,46.8956262
TIC159762011,1.304,5008,0.0096,ck04,n,291.5080318,45.3700933
TIC159763320,1.09336,6129,0.0138,ck04,n,291.4742443,44.6834119
TIC159763595,1.16109,5986,0.0119,ck04,n,291.5788505,44.5316825
TIC159763602,0.740922,6455,0.0103,ck04,n,291.5494119,44.5272788
TIC159763612,0.707317,5904,0.007,ck04,n,291.4945795,44.5234227
TIC159768168,1.72957,5315,0.0134,ck04,n,291.5161959,42.2480736
TIC164407908,1.13204,5723,0.0101,ck04,n,282.7868415,46.2449846
TIC164411478,2.79009,4027,0.0148,ck04,n,282.8598614,42.6658336
TIC164413187,1.09568,6074,0.0118,ck04,n,282.9569197,42.8255589
TIC164414655,2.44326,5555,0.0198,ck04,n,283.0029316,44.284108
TIC164455792,1.54567,5360,0.0121,ck04,n,283.0228527,47.2611431
TIC164456041,2.54642,4103,0.0142,ck04,n,282.983621,47.5783897
TIC164456891,0.900302,5901,0.0089,ck04,n,283.1846044,47.1557114
TIC164458488,3.29474,4925,0.0196,ck04,n,283.2125621,45.3496992
TIC164458639,1.07961,5049,0.0077,ck04,n,283.1618831,45.198336
TIC164458714,6.74954,6273,0.0847,ck04,n,283.1510448,45.1400838
TIC164459883,0.821205,5513,0.0063,ck04,n,283.1319153,43.956005
TIC164459949,1.72404,4747,0.0115,ck04,n,283.1296399,43.8880983
TIC164460208,4.73901,3944,0.0212,ck04,n,283.1354742,43.6567036
TIC164460347,2.89397,4679,0.0191,ck04,n,283.1209268,43.5255701
TIC164460740,0.553261,5913,0.0055,ck04,n,283.1038438,43.1480487
TIC164464070,3.62163,5918,0.035,ck04,n,283.3748873,43.7883708
TIC164522726,1.03527,5390,0.0081,ck04,n,283.2920273,45.4339813
TIC164524311,2.17549,4098,0.0123,ck04,n,283.3360156,47.1744499
TIC164527012,0.38296,5954,0.004,ck04,n,283.5742181,45.7348003
TIC164527535,1.53046,5351,0.0114,ck04,n,283.5441984,45.2256548
TIC164527695,1.53281,6481,0.0364,ck04,n,283.4532068,45.0840729
TIC164529393,1.19,5060,0.0085,ck04,n,283.4781717,43.3837235
TIC164552984,0.724763,5871,0.007,ck04,n,283.6307971,43.3793638
TIC164555061,0.961555,5518,0.0079,ck04,n,283.5967317,45.4078654
TIC164555597,5.6912,3631,0.0243,ck04,n,283.7317274,45.9585288
TIC164556761,5.12086,4433,0.0319,ck04,n,283.7175909,47.2043818
TIC164557035,5.73985,3712,0.0256,ck04,n,283.7407247,47.5161237
TIC164557360,1.84175,4483,0.0115,ck04,n,283.7107463,47.8631748
TIC164557694,1.91487,5850,0.0196,ck04,n,283.8852196,47.6371507
TIC164558338,0.469774,5780,0.0043,ck04,n,283.7977792,46.9310139
TIC164558468,2.0154,4642,0.0133,ck04,n,283.8659676,46.7896522
TIC164559875,1.35057,6000,0.0142,ck04,n,283.754777,45.335125
TIC164560223,1.54355,5741,0.0141,ck04,n,283.8996207,45.0169137
TIC164560648,0.658674,5547,0.0056,ck04,n,283.8450963,44.6090251
TIC164646534,1.09492,5866,0.0103,ck04,n,283.7705481,42.027203
TIC164646661,1.58493,5279,0.0119,ck04,n,283.8330588,41.9786358
TIC164652245,15.6155,5357,0.1147,ck04,n,284.0592503,44.5183733
TIC164654277,3.91923,5515,0.0313,ck04,n,284.0611224,45.5068127
TIC164658882,2.37958,5212,0.0179,ck04,n,284.0974305,47.8104856
TIC164670756,1.03259,5301,0.0079,ck04,n,284.1832668,45.0740897
TIC164671623,2.00678,4512,0.0127,ck04,n,284.1078441,44.2458047
TIC164674711,1.08546,5771,0.0101,ck04,n,284.287147,42.3555784
TIC164721250,2.53159,5316,0.0188,ck04,n,284.3861498,45.7197342
TIC164721759,2.58808,5668,0.0209,ck04,n,284.3942844,46.2491109
TIC164723136,0.798084,5835,0.0074,ck04,n,284.2572531,47.6889081
TIC164723619,3.82261,4944,0.0263,ck04,n,284.4304085,47.6416613
TIC164724987,3.95819,4002,0.021,ck04,n,284.4766869,46.2526781
TIC164725204,1.77944,6310,0.0214,ck04,n,284.5557853,46.0638865
TIC164726831,1.0515,5075,0.0076,ck04,n,284.4305132,44.4803776
TIC164726946,2.21542,5699,0.0291,ck04,n,284.4824281,44.397891
TIC164727404,0.968895,5663,0.0087,ck04,n,284.5320743,43.9898971
TIC164727439,1.21639,6089,0.0128,ck04,n,284.510214,43.9615628
TIC164730843,1.48227,5242,0.0112,ck04,n,284.6579709,42.6526751
TIC164779321,0.718924,5602,0.006,ck04,n,284.6772402,44.7976401
TIC164780824,1.41042,5107,0.0105,ck04,n,284.6888328,46.1721391
TIC164781116,1.59861,6179,0.0323,ck04,n,284.5936858,46.4497364
TIC164781761,1.68501,4630,0.0108,ck04,n,284.5858364,47.0795646
TIC164784178,1.74979,4821,0.0129,ck04,n,284.7478834,46.3735415
TIC164785720,0.798679,6169,0.01,ck04,n,284.7548499,44.95605
TIC164785771,1.0480214,5256,0.0079,ck04,n,284.7780883,44.9167513
TIC164786172,0.890439,6020,0.0089,ck04,n,284.7882977,44.5916225
TIC164827658,1.57956,4903,0.0109,ck04,n,284.8384394,42.0703371
TIC164828012,2.18692,5128,0.0159,ck04,n,284.9685077,42.0791214
TIC164828023,0.998791,5550,0.0085,ck04,n,285.0171505,42.085312
TIC164828419,1.72319,4951,0.012,ck04,n,284.9285796,42.4223085
TIC164830125,0.749115,5820,0.0069,ck04,n,284.9630591,43.9130282
TIC164830162,0.64124,5556,0.0055,ck04,n,284.9057222,43.9491434
