Source,RSTAR_dr2,RA_S,DEC_S,PLX_S,PLX_ERR_S,FLUX_U_S,FLUX_ERR_U_S,FLUX_B_S,FLUX_ERR_B_S,FLUX_V_S,FLUX_ERR_V_S,FLUX_R_S,FLUX_ERR_R_S,FLUX_G_S,FLUX_ERR_G_S,FLUX_I_S,FLUX_ERR_I_S,FLUX_J_S,FLUX_ERR_J_S,FLUX_H_S,FLUX_ERR_H_S,FLUX_K_S,FLUX_ERR_K_S,DIA_S,DIA_UNIT_S,DIST_S,DIST_UNIT_S,SOURCE_ID_2,RA_dr2,DEC_dr2,PLX_dr2,PLX_ERR_dr2,TEFF_dr2,TEFF_NEG_dr2,TEFF_POS_dr2,RSTAR_NEG_dr2,RSTAR_POS_dr2,LSTAR_dr2,LSTAR_NEG_dr2,LSTAR_POS_dr2,PLX_WAVG,PLX_ERR_WAVG
TIC101011575,0.6494546,129.68858495595,-13.25669235077,31.6569,0.0152,3630.7805477010033,3630.7805477010033,0.16292962043740128,3630.7805477010033,0.5105049461661482,3630.7805477010033,3630.7805477010033,3630.7805477010033,0.706348475958994,3621.539279498136,3630.7805477010033,3630.7805477010033,3.165191077911399,3544.8674429865373,5.286886621358198,3464.1764133952956,6.036705902375554,3551.4033491464365,,,31.567,pc,Gaia DR2 5746824674801810816,129.6883025960104,-13.256526711809116,31.65007539350205,0.0319396669389432,4645.9697,4576.0,4757.0,0.61949134,0.61949134,0.17705077,0.17675965,0.17675965,31.655639786282,0.013725041832936543
